Local_X,Local_Y,v_Vel,v_Acc,Space_Headway,dis_cen,i_l,i_r,i_f,dis_l,dis_r,dis_f
42.459,1462.298,18.71,11.2,76.35,1.082696835,0,0,1,99.0,99.0,76.35
42.445,1464.07,21.58,11.2,77.36,1.068696835,0,0,1,99.0,99.0,77.36
42.475,1466.271,23.05,10.16,77.91,1.098696835,0,0,1,99.0,99.0,77.91
42.493,1468.632,24.61,2.56,78.28,1.116696835,0,0,1,99.0,99.0,78.28
42.51,1471.109,25.01,0.37,78.54,1.133696835,1,1,1,10.986,13.089,78.54
42.527,1473.612,25.08,0.03,78.77,1.150696835,1,1,1,10.969,13.407,78.77
42.545,1476.12,25.08,-0.04,79.0,1.168696835,1,1,1,10.924,13.513,79.0
42.562,1478.628,25.08,0.0,79.22,1.185696835,1,1,1,10.898,13.547,79.22
42.579,1481.136,25.07,0.04,79.45,1.202696835,1,1,1,10.872,13.548,79.45
42.595,1483.643,25.08,0.0,79.67,1.218696835,1,1,1,10.847,13.543,79.67
42.613,1486.151,25.08,0.0,79.9,1.236696835,1,1,1,10.82,13.54,79.9
42.63,1488.659,25.08,-0.04,80.13,1.253696835,1,1,1,10.794,13.536,80.13
42.647,1491.167,25.08,0.0,80.35,1.270696835,1,1,1,10.753,13.531,80.35
42.665,1493.675,25.07,0.04,80.58,1.288696835,1,1,1,10.741,13.528,80.58
42.682,1496.182,25.08,0.0,80.8,1.305696835,1,1,1,10.723,13.523,80.8
42.699,1498.69,25.08,0.0,81.03,1.322696835,1,1,1,10.686,13.519,81.03
42.715,1501.198,25.08,0.0,81.25,1.338696835,1,1,1,10.661,13.513,81.25
42.733,1503.706,25.08,-0.04,81.48,1.356696835,1,1,1,10.62,13.51,81.48
42.75,1506.214,25.08,0.0,81.71,1.373696835,1,1,1,10.608,13.505,81.71
42.767,1508.722,25.07,0.04,81.93,1.390696835,1,1,1,10.601,13.501,81.93
42.785,1511.229,25.08,0.0,82.16,1.408696835,1,1,1,10.573,13.497,82.16
42.802,1513.737,25.08,0.0,82.38,1.425696835,1,1,1,10.527,13.494,82.38
42.819,1516.245,25.08,-0.04,82.61,1.442696835,1,1,1,10.489,13.489,82.61
42.835,1518.753,25.08,0.0,82.83,1.458696835,1,1,1,10.478,13.484,82.83
42.853,1521.261,25.07,0.04,83.06,1.476696835,1,1,1,10.467,13.48,83.06
42.87,1523.768,25.08,0.0,83.28,1.493696835,1,1,1,10.393,13.476,83.28
42.887,1526.276,25.08,0.0,83.53,1.510696835,1,1,1,10.347,13.471,83.53
42.905,1528.784,25.08,-0.04,83.66,1.528696835,1,1,1,10.34,13.468,83.66
42.922,1531.292,25.08,0.0,84.15,1.545696835,1,1,1,10.335,13.47,84.15
42.939,1533.811,24.63,4.75,84.53,1.562696835,1,1,1,10.331,13.472,84.53
