Local_X,Local_Y,v_Vel,v_Acc,Space_Headway,dis_cen,i_l,i_r,i_f,dis_l,dis_r,dis_f
29.56,856.72,30.61,0.05,103.75,0.674333013,0,0,1,99.0,99.0,103.75
29.569,859.782,30.61,0.0,103.69,0.683333013,0,0,1,99.0,99.0,103.69
29.586,862.849,30.56,-0.83,103.63,0.700333013,0,0,1,99.0,99.0,103.63
29.591,865.916,30.34,-3.17,103.57,0.705333013,0,0,1,99.0,99.0,103.57
29.564,868.955,29.86,-6.38,103.54,0.678333013,0,0,1,99.0,99.0,103.54
29.516,871.926,29.13,-8.71,103.58,0.630333013,0,0,1,99.0,99.0,103.58
29.466,874.791,28.34,-7.73,103.68,0.580333013,0,0,1,99.0,99.0,103.68
29.438,877.555,27.85,-2.88,103.8,0.552333013,0,0,1,99.0,99.0,103.8
29.421,880.301,27.72,0.99,103.84,0.535333013,0,0,1,99.0,99.0,103.84
29.399,883.058,27.89,3.22,103.78,0.513333013,0,0,1,99.0,99.0,103.78
29.376,885.85,28.37,5.45,103.63,0.490333013,0,0,1,99.0,99.0,103.63
29.368,888.71,28.95,6.47,103.43,0.482333013,0,0,1,99.0,99.0,103.43
29.371,891.637,29.5,5.85,103.23,0.485333013,0,0,1,99.0,99.0,103.23
29.374,894.64,29.93,2.3,102.98,0.488333013,0,0,1,99.0,99.0,102.98
29.377,897.673,29.98,-1.54,102.67,0.491333013,0,0,1,99.0,99.0,102.67
29.38,900.679,29.68,-4.15,102.29,0.494333013,0,0,1,99.0,99.0,102.29
29.384,903.647,29.13,-7.05,101.86,0.498333013,0,0,1,99.0,99.0,101.86
29.387,906.536,28.37,-8.58,101.46,0.501333013,0,0,1,99.0,99.0,101.46
29.39,909.332,27.5,-8.82,101.15,0.504333013,0,0,1,99.0,99.0,101.15
29.393,912.037,26.63,-8.59,100.95,0.507333013,0,0,1,99.0,99.0,100.95
29.395,914.647,25.87,-7.06,100.83,0.509333013,0,0,1,99.0,99.0,100.83
29.398,917.18,25.32,-4.15,100.76,0.512333013,0,0,1,99.0,99.0,100.76
29.401,919.672,25.04,-1.29,100.71,0.515333013,0,0,1,99.0,99.0,100.71
29.404,922.158,24.96,0.23,100.69,0.518333013,0,0,1,99.0,99.0,100.69
29.406,924.654,24.98,0.24,100.68,0.520333013,0,0,1,99.0,99.0,100.68
29.408,927.156,25.0,0.0,100.69,0.522333013,0,0,1,99.0,99.0,100.69
29.411,929.656,25.0,0.0,100.69,0.525333013,0,0,1,99.0,99.0,100.69
29.414,932.155,25.0,0.0,100.69,0.528333013,0,0,1,99.0,99.0,100.69
29.417,934.655,25.0,0.0,100.69,0.531333013,0,0,1,99.0,99.0,100.69
29.419,937.155,25.0,0.0,100.69,0.533333013,0,0,1,99.0,99.0,100.69
29.421,939.655,25.0,0.0,100.69,0.535333013,0,0,1,99.0,99.0,100.69
29.424,942.155,25.0,0.0,100.69,0.538333013,0,0,1,99.0,99.0,100.69
29.427,944.655,25.0,0.0,100.69,0.541333013,0,0,1,99.0,99.0,100.69
29.43,947.155,25.0,0.0,100.69,0.544333013,0,0,1,99.0,99.0,100.69
29.433,949.655,25.0,0.0,100.67,0.547333013,0,1,1,99.0,13.823,100.67
29.435,952.156,25.0,0.0,100.66,0.549333013,0,1,1,99.0,13.798,100.66
29.437,954.656,25.0,0.0,100.72,0.551333013,0,1,1,99.0,13.798,100.72
29.44,957.156,25.0,0.0,100.94,0.554333013,0,1,1,99.0,13.797,100.94
29.443,959.656,25.0,0.0,101.27,0.557333013,0,1,1,99.0,13.798,101.27
29.446,962.156,25.0,0.0,101.75,0.560333013,0,1,1,99.0,13.797,101.75
29.449,964.656,25.0,0.0,102.31,0.563333013,0,1,1,99.0,13.797,102.31
29.45,967.156,25.0,0.0,102.88,0.564333013,0,1,1,99.0,13.795,102.88
29.453,969.656,25.0,0.0,103.44,0.567333013,0,1,1,99.0,13.795,103.44
29.456,972.156,25.0,0.0,103.99,0.570333013,0,1,1,99.0,13.795,103.99
29.459,974.656,25.0,0.0,104.54,0.573333013,0,1,1,99.0,13.795,104.54
29.462,977.156,25.0,0.0,105.09,0.576333013,0,1,1,99.0,13.795,105.09
29.463,979.656,25.0,0.0,105.65,0.577333013,0,1,1,99.0,13.793,105.65
29.466,982.156,25.0,0.05,106.2,0.580333013,0,1,1,99.0,13.793,106.2
29.469,984.656,25.01,0.11,106.76,0.583333013,0,1,1,99.0,13.793,106.76
29.472,987.16,25.0,-0.2,107.3,0.586333013,0,1,1,99.0,13.793,107.3
29.492,989.664,24.93,-1.03,107.83,0.606333013,0,1,1,99.0,13.81,107.83
29.455,992.156,24.81,-1.63,108.36,0.569333013,0,1,1,99.0,13.77,108.36
29.327,994.626,24.69,-1.06,108.89,0.441333013,0,1,1,99.0,13.638,108.89
29.136,997.08,24.67,0.56,109.43,0.250333013,0,1,1,99.0,13.445,109.43
28.909,999.542,24.77,1.68,109.97,0.023333013,0,1,1,99.0,13.214,109.97
28.771,1002.028,24.91,1.39,110.48,0.114666987,0,1,1,99.0,13.074,110.48
28.697,1004.532,25.0,0.43,110.99,0.188666987,0,1,1,99.0,12.996,110.99
28.726,1007.038,25.02,-0.16,111.47,0.159666987,0,1,1,99.0,13.023,111.47
28.729,1009.54,25.01,-0.14,111.93,0.156666987,0,1,1,99.0,13.022,111.93
28.731,1012.039,25.0,0.0,112.38,0.154666987,0,1,1,99.0,13.021,112.38
28.734,1014.548,24.92,-1.26,112.84,0.151666987,0,1,1,99.0,13.021,112.84
28.736,1017.039,24.74,-2.35,113.34,0.149666987,0,1,1,99.0,13.02,113.34
28.739,1019.495,24.61,-1.11,113.89,0.146666987,0,1,1,99.0,13.02,113.89
28.752,1021.938,24.61,1.14,114.45,0.133666987,0,1,1,99.0,13.02,114.45
28.768,1024.394,24.74,2.35,114.99,0.117666987,0,1,1,99.0,13.017,114.99
28.782,1026.886,24.92,1.24,115.48,0.103666987,0,1,1,99.0,13.013,115.48
28.798,1029.395,25.0,0.0,115.93,0.087666987,0,1,1,99.0,13.01,115.93
