Local_X,Local_Y,v_Vel,v_Acc,Space_Headway,dis_cen,i_l,i_r,i_f,dis_l,dis_r,dis_f
42.226,1455.03,14.98,0.0,44.53,0.327511284,0,1,1,99.0,12.924,44.53
42.248,1456.51,15.15,2.77,44.95,0.349511284,0,1,1,99.0,12.968,44.95
42.165,1458.007,15.7,7.85,45.29,0.266511284,0,1,1,99.0,12.875,45.29
42.055,1459.6,16.7,11.2,45.41,0.156511284,1,1,1,11.518,12.771,45.41
41.888,1461.34,18.02,11.2,45.38,0.010488716,1,1,1,11.682,12.608,45.38
41.792,1463.201,19.31,11.2,45.36,0.106488716,1,1,1,11.761,12.591,45.36
41.766,1465.216,20.21,6.67,45.25,0.132488716,1,1,1,11.775,12.697,45.25
41.84,1467.302,20.67,2.04,45.0,0.058488716,1,1,1,11.691,12.959,45.0
41.883,1469.397,20.79,-0.25,44.64,0.015488716,1,1,1,11.637,13.285,44.64
41.925,1471.475,20.77,-0.26,44.3,0.026511284,1,1,1,11.582,13.488,44.3
41.968,1473.548,20.75,0.0,43.94,0.069511284,1,1,1,11.531,13.643,43.94
42.011,1475.623,20.75,0.0,43.53,0.112511284,1,1,1,11.479,13.737,43.53
42.053,1477.698,20.75,0.0,43.18,0.154511284,1,1,1,11.428,13.698,43.18
42.095,1479.773,20.75,0.0,43.07,0.196511284,1,1,1,11.377,13.664,43.07
42.137,1481.848,20.75,0.02,43.18,0.238511284,1,1,1,11.323,13.635,43.18
42.18,1483.923,20.75,0.0,43.53,0.281511284,1,1,1,11.27,13.607,43.53
42.223,1485.999,20.75,0.0,44.17,0.324511284,1,1,1,11.216,13.579,44.17
42.265,1488.074,20.75,0.0,44.61,0.366511284,0,1,1,99.0,13.549,44.61
42.308,1490.149,20.75,0.0,44.83,0.409511284,0,1,1,99.0,13.522,44.83
42.35,1492.225,20.74,-0.24,44.85,0.451511284,0,1,1,99.0,13.492,44.85
42.393,1494.298,20.7,-0.39,44.54,0.494511284,0,1,1,99.0,13.464,44.54
42.436,1496.354,20.8,1.62,44.53,0.537511284,0,0,1,99.0,99.0,44.53
42.479,1498.413,21.21,6.11,44.7,0.580511284,0,0,1,99.0,99.0,44.7
42.523,1500.531,22.05,11.1,45.02,0.624511284,0,0,1,99.0,99.0,45.02
42.567,1502.8,23.24,11.2,45.4,0.668511284,0,0,1,99.0,99.0,45.4
42.589,1505.18,24.44,11.11,45.77,0.690511284,0,0,1,99.0,99.0,45.77
42.612,1507.711,25.28,6.13,45.97,0.713511284,0,0,1,99.0,99.0,45.97
42.634,1510.301,25.7,1.64,46.1,0.735511284,0,0,1,99.0,99.0,46.1
42.657,1512.895,25.79,-0.38,46.23,0.758511284,0,0,1,99.0,99.0,46.23
42.681,1515.472,25.76,-0.26,46.38,0.782511284,0,0,1,99.0,99.0,46.38
42.705,1518.044,25.74,0.0,46.53,0.806511284,0,0,1,99.0,99.0,46.53
42.729,1520.618,25.74,0.0,46.68,0.830511284,0,0,1,99.0,99.0,46.68
42.753,1523.193,25.74,0.0,46.82,0.854511284,0,0,1,99.0,99.0,46.82
42.777,1525.767,25.74,0.0,46.97,0.878511284,0,0,1,99.0,99.0,46.97
