Local_X,Local_Y,v_Vel,v_Acc,Space_Headway,dis_cen,i_l,i_r,i_f,dis_l,dis_r,dis_f
39.488,737.147,29.68,2.89,116.95,1.888303165,0,0,1,99.0,99.0,116.95
39.499,740.137,29.9,1.54,117.66,1.877303165,0,0,1,99.0,99.0,117.66
39.509,743.147,30.0,0.0,118.37,1.867303165,0,0,1,99.0,99.0,118.37
39.518,746.147,30.0,0.0,119.08,1.858303165,0,0,1,99.0,99.0,119.08
39.529,749.147,30.0,0.0,119.75,1.847303165,0,0,1,99.0,99.0,119.75
39.539,752.147,30.0,0.0,120.29,1.837303165,0,0,1,99.0,99.0,120.29
39.549,755.147,30.0,0.0,120.72,1.827303165,0,0,1,99.0,99.0,120.72
39.56,758.147,30.0,0.0,121.02,1.816303165,0,0,1,99.0,99.0,121.02
39.57,761.147,30.0,0.0,121.22,1.806303165,0,0,1,99.0,99.0,121.22
39.58,764.147,30.0,0.0,121.38,1.796303165,0,0,1,99.0,99.0,121.38
39.59,767.147,30.0,0.0,121.61,1.786303165,0,0,1,99.0,99.0,121.61
39.6,770.147,30.0,0.0,121.96,1.776303165,0,0,1,99.0,99.0,121.96
39.61,773.147,30.0,0.0,122.45,1.766303165,0,0,1,99.0,99.0,122.45
39.62,776.147,30.0,0.0,122.99,1.756303165,0,0,1,99.0,99.0,122.99
39.631,779.147,30.0,0.0,123.49,1.745303165,0,0,1,99.0,99.0,123.49
39.641,782.154,29.93,-1.09,123.98,1.735303165,0,0,1,99.0,99.0,123.98
39.65,785.147,29.77,-2.05,124.49,1.726303165,0,0,1,99.0,99.0,124.49
39.661,788.109,29.66,-0.98,125.03,1.715303165,0,0,1,99.0,99.0,125.03
39.679,791.059,29.66,0.98,125.58,1.697303165,0,0,1,99.0,99.0,125.58
39.698,794.021,29.77,2.05,126.12,1.678303165,0,0,1,99.0,99.0,126.12
39.719,797.014,29.93,1.09,126.63,1.657303165,0,0,1,99.0,99.0,126.63
39.738,800.021,30.0,0.0,127.12,1.638303165,0,0,1,99.0,99.0,127.12
39.757,803.021,30.0,0.0,127.61,1.619303165,0,0,1,99.0,99.0,127.61
39.778,806.021,30.0,0.0,128.08,1.598303165,0,0,1,99.0,99.0,128.08
39.797,809.021,30.0,0.0,128.58,1.579303165,0,0,1,99.0,99.0,128.58
39.816,812.021,30.0,0.0,129.13,1.560303165,0,0,1,99.0,99.0,129.13
39.837,815.02,30.0,0.0,129.72,1.539303165,0,0,1,99.0,99.0,129.72
39.856,818.02,30.0,0.0,130.26,1.520303165,0,0,1,99.0,99.0,130.26
39.875,821.02,30.0,0.0,130.74,1.501303165,0,0,1,99.0,99.0,130.74
39.896,824.02,30.0,-0.04,131.14,1.480303165,0,0,1,99.0,99.0,131.14
39.915,827.02,29.99,-0.08,131.5,1.461303165,0,0,1,99.0,99.0,131.5
39.934,830.017,30.0,0.18,131.88,1.442303165,0,0,1,99.0,99.0,131.88
39.956,833.027,29.93,-1.12,132.28,1.420303165,0,0,1,99.0,99.0,132.28
39.975,836.018,29.78,-1.94,132.7,1.401303165,0,0,1,99.0,99.0,132.7
39.987,838.973,29.78,0.53,133.16,1.389303165,0,0,1,99.0,99.0,133.16
39.993,841.934,29.98,3.78,133.62,1.383303165,0,0,1,99.0,99.0,133.62
40.005,844.94,30.34,4.83,134.07,1.371303165,0,0,1,99.0,99.0,134.07
40.015,848.013,30.7,2.25,134.5,1.361303165,0,0,1,99.0,99.0,134.5
40.028,851.112,30.84,-0.04,134.91,1.348303165,0,0,1,99.0,99.0,134.91
40.039,854.195,30.84,0.03,135.33,1.337303165,0,0,1,99.0,99.0,135.33
40.051,857.281,30.82,-0.27,135.74,1.325303165,0,0,1,99.0,99.0,135.74
40.07,860.368,30.74,-1.22,136.15,1.306303165,0,0,1,99.0,99.0,136.15
40.078,863.441,30.58,-2.07,136.58,1.298303165,0,0,1,99.0,99.0,136.58
40.056,866.492,30.37,-2.37,137.03,1.320303165,0,0,1,99.0,99.0,137.03
40.014,869.523,30.07,-3.29,137.5,1.362303165,0,0,1,99.0,99.0,137.5
39.968,872.524,29.63,-5.18,138.01,1.408303165,0,0,1,99.0,99.0,138.01
39.938,875.466,29.11,-5.86,138.56,1.438303165,0,0,1,99.0,99.0,138.56
39.92,878.329,28.73,-2.7,139.13,1.456303165,0,0,1,99.0,99.0,139.13
39.898,881.173,28.55,-0.21,139.71,1.478303165,0,0,1,99.0,99.0,139.71
39.874,884.017,28.51,0.4,140.3,1.502303165,0,0,1,99.0,99.0,140.3
39.851,886.861,28.7,2.06,140.95,1.525303165,0,0,1,99.0,99.0,140.95
39.851,889.741,28.93,2.78,141.6,1.525303165,0,0,1,99.0,99.0,141.6
39.854,892.654,29.02,0.97,142.19,1.522303165,0,0,1,99.0,99.0,142.19
39.858,895.586,28.96,-3.1,142.71,1.518303165,0,0,1,99.0,99.0,142.71
39.861,898.471,28.74,-2.86,143.21,1.515303165,0,0,1,99.0,99.0,143.21
39.864,901.293,28.74,2.87,143.73,1.512303165,0,0,1,99.0,99.0,143.73
39.867,904.159,29.13,5.98,144.18,1.509303165,0,0,1,99.0,99.0,144.18
39.87,907.108,29.62,4.64,144.5,1.506303165,0,0,1,99.0,99.0,144.5
39.874,910.114,29.95,1.55,144.7,1.502303165,0,0,1,99.0,99.0,144.7
39.876,913.13,30.04,-0.23,144.92,1.500303165,1,0,1,12.743,99.0,144.92
39.88,916.134,30.02,-0.25,145.29,1.496303165,1,0,1,12.742,99.0,145.29
39.882,919.132,30.0,0.0,145.8,1.494303165,1,0,1,12.743,99.0,145.8
39.886,922.134,29.98,-0.27,146.39,1.490303165,1,0,1,12.744,99.0,146.39
