Local_X,Local_Y,v_Vel,v_Acc,Space_Headway,dis_cen,i_l,i_r,i_f,dis_l,dis_r,dis_f
5.863,61.048,55.33,0.0,71.8,1.253406716,0,0,1,99.0,99.0,71.8
5.875,66.548,55.33,0.0,72.11,1.265406716,0,0,1,99.0,99.0,72.11
5.874,72.062,55.33,0.0,72.41,1.264406716,0,0,1,99.0,99.0,72.41
5.873,77.562,55.33,0.0,72.73,1.263406716,0,0,1,99.0,99.0,72.73
5.872,83.062,55.33,0.0,73.05,1.262406716,0,0,1,99.0,99.0,73.05
5.871,88.773,55.33,-11.2,73.15,1.261406716,0,0,1,99.0,99.0,73.15
5.878,94.614,51.22,-10.12,73.13,1.268406716,0,0,1,99.0,99.0,73.13
5.932,99.159,52.55,11.2,74.4,1.322406716,0,0,1,99.0,99.0,74.4
5.759,104.346,55.19,11.2,75.03,1.149406716,0,0,1,99.0,99.0,75.03
5.711,109.909,56.71,9.02,75.28,1.101406716,0,0,1,99.0,99.0,75.28
5.697,115.631,58.1,2.16,74.71,1.087406716,0,0,1,99.0,99.0,74.71
5.7,121.454,58.44,0.38,74.13,1.090406716,0,0,1,99.0,99.0,74.13
5.706,127.299,58.5,0.03,78.4,1.096406716,0,0,1,99.0,99.0,78.4
5.713,133.15,58.5,0.09,82.44,1.103406716,0,0,1,99.0,99.0,82.44
5.72,138.996,58.62,-1.05,77.71,1.110406716,0,0,1,99.0,99.0,77.71
5.727,144.869,58.03,3.66,71.84,1.117406716,0,0,1,99.0,99.0,71.84
5.731,150.651,59.19,-3.05,66.44,1.121406716,0,0,1,99.0,99.0,66.44
5.729,156.595,59.23,-11.2,65.41,1.119406716,0,0,1,99.0,99.0,65.41
5.75,162.472,57.81,-8.45,65.1,1.140406716,0,0,1,99.0,99.0,65.1
5.734,168.205,56.56,-2.88,65.08,1.124406716,0,0,1,99.0,99.0,65.08
5.693,173.845,56.11,-0.61,65.19,1.083406716,0,0,1,99.0,99.0,65.19
5.647,179.452,56.01,-0.07,65.34,1.037406716,0,0,1,99.0,99.0,65.34
5.6,185.053,56.0,0.0,65.47,0.990406716,0,0,1,99.0,99.0,65.47
5.553,190.653,56.0,0.0,65.65,0.943406716,0,0,1,99.0,99.0,65.65
5.507,196.264,55.54,4.88,65.82,0.897406716,0,0,1,99.0,99.0,65.82
5.459,201.818,56.35,2.92,66.0,0.849406716,0,0,1,99.0,99.0,66.0
5.412,207.728,55.36,-11.2,65.8,0.802406716,0,0,1,99.0,99.0,65.8
5.415,213.604,49.62,7.35,66.21,0.805406716,0,0,1,99.0,99.0,66.21
5.435,217.816,56.16,11.2,67.87,0.825406716,0,0,1,99.0,99.0,67.87
4.967,223.265,59.92,11.2,67.84,0.357406716,0,0,1,99.0,99.0,67.84
4.93,229.298,61.42,10.83,66.64,0.320406716,0,0,1,99.0,99.0,66.64
4.979,235.5,63.09,2.54,65.19,0.369406716,0,0,1,99.0,99.0,65.19
5.074,241.827,63.39,1.46,63.67,0.464406716,0,0,1,99.0,99.0,63.67
5.176,248.167,63.69,0.13,62.23,0.566406716,0,0,1,99.0,99.0,62.23
5.278,254.561,62.69,11.2,61.09,0.668406716,0,0,1,99.0,99.0,61.09
5.357,260.724,65.15,11.2,59.72,0.747406716,0,0,1,99.0,99.0,59.72
5.427,267.476,66.31,-11.2,57.67,0.817406716,0,0,1,99.0,99.0,57.67
5.544,275.052,56.72,-11.2,54.92,0.934406716,0,0,1,99.0,99.0,54.92
5.653,280.945,52.29,-11.2,53.96,1.043406716,1,0,1,12.39,99.0,53.96
5.629,286.14,50.73,-11.2,53.75,1.019406716,1,0,1,12.819,99.0,53.75
5.613,291.15,48.99,-2.62,53.98,1.003406716,1,0,1,13.484,99.0,53.98
5.591,296.03,48.69,-1.63,53.8,0.981406716,1,0,1,13.641,99.0,53.8
5.569,300.898,48.37,-0.2,53.94,0.959406716,1,0,1,13.801,99.0,53.94
