Local_X,Local_Y,v_Vel,v_Acc,Space_Headway,dis_cen,i_l,i_r,i_f,dis_l,dis_r,dis_f
42.476,1352.003,18.82,-11.2,72.11,0.577511284,0,0,1,99.0,99.0,72.11
42.368,1353.787,16.88,-11.2,71.5,0.469511284,0,0,1,99.0,99.0,71.5
42.293,1355.404,15.23,-11.2,71.06,0.394511284,0,0,1,99.0,99.0,71.06
42.228,1356.846,14.15,-7.26,70.79,0.329511284,0,0,1,99.0,99.0,70.79
42.262,1358.182,13.66,-1.3,70.63,0.363511284,0,0,1,99.0,99.0,70.63
42.272,1359.522,13.63,1.12,70.47,0.373511284,0,0,1,99.0,99.0,70.47
42.283,1360.891,13.75,1.2,70.27,0.384511284,0,0,1,99.0,99.0,70.27
42.294,1362.276,13.82,0.52,70.06,0.395511284,0,0,1,99.0,99.0,70.06
42.304,1363.667,13.82,-0.53,69.84,0.405511284,0,0,1,99.0,99.0,69.84
42.311,1365.051,13.76,-1.11,69.63,0.412511284,0,0,1,99.0,99.0,69.63
42.319,1366.419,13.67,-0.6,69.44,0.420511284,0,0,1,99.0,99.0,69.44
42.328,1367.778,13.64,0.0,69.25,0.429511284,0,0,1,99.0,99.0,69.25
42.336,1369.142,13.64,0.0,69.07,0.437511284,0,0,1,99.0,99.0,69.07
42.345,1370.506,13.64,0.0,68.88,0.446511284,0,0,1,99.0,99.0,68.88
42.353,1371.869,13.64,0.0,68.69,0.454511284,0,0,1,99.0,99.0,68.69
42.361,1373.233,13.64,0.0,68.48,0.462511284,0,0,1,99.0,99.0,68.48
42.37,1374.596,13.63,0.0,68.28,0.471511284,0,0,1,99.0,99.0,68.28
42.378,1375.96,13.64,0.0,68.1,0.479511284,0,0,1,99.0,99.0,68.1
42.386,1377.323,13.64,0.0,67.86,0.487511284,0,0,1,99.0,99.0,67.86
42.395,1378.687,13.64,0.0,67.42,0.496511284,0,0,1,99.0,99.0,67.42
42.402,1380.051,13.64,0.0,66.79,0.503511284,0,0,1,99.0,99.0,66.79
42.411,1381.415,13.64,0.0,65.94,0.512511284,0,0,1,99.0,99.0,65.94
42.419,1382.778,13.64,0.0,64.89,0.520511284,0,0,1,99.0,99.0,64.89
42.427,1384.142,13.64,0.0,63.66,0.528511284,0,0,1,99.0,99.0,63.66
42.436,1385.505,13.64,0.0,62.33,0.537511284,0,1,1,99.0,11.683,62.33
42.444,1386.869,13.64,0.0,61.02,0.545511284,0,1,1,99.0,11.685,61.02
42.452,1388.233,13.64,0.0,59.74,0.553511284,0,1,1,99.0,11.689,59.74
42.461,1389.596,13.64,0.0,58.44,0.562511284,0,1,1,99.0,11.692,58.44
42.469,1390.96,13.64,0.0,57.15,0.570511284,0,1,1,99.0,11.694,57.15
42.478,1392.319,13.68,0.67,55.86,0.579511284,0,1,1,99.0,11.697,55.86
42.486,1393.701,13.64,-0.92,54.55,0.587511284,0,1,1,99.0,11.699,54.55
42.494,1395.105,13.11,-8.03,53.22,0.595511284,0,1,1,99.0,11.702,53.22
42.502,1396.36,11.79,-11.2,52.04,0.603511284,0,1,1,99.0,11.704,52.04
42.484,1397.413,9.64,-11.2,51.06,0.585511284,0,1,1,99.0,11.68,51.06
42.488,1398.238,6.93,-11.2,50.3,0.589511284,0,1,1,99.0,11.678,50.3
42.492,1398.803,4.25,-11.2,49.81,0.593511284,0,1,1,99.0,11.676,49.81
42.518,1399.139,2.13,-11.2,49.54,0.619511284,0,1,1,99.0,11.697,49.54
