Local_X,Local_Y,v_Vel,v_Acc,Space_Headway,dis_cen,i_l,i_r,i_f,dis_l,dis_r,dis_f
67.6,600.198,10.83,-4.22,44.14,0.701436771,0,0,1,99.0,99.0,44.14
67.602,601.256,10.18,-0.99,44.08,0.703436771,0,0,1,99.0,99.0,44.08
67.604,602.284,9.07,11.2,44.04,0.705436771,0,0,1,99.0,99.0,44.04
67.606,603.18,10.8,9.34,44.41,0.707436771,0,0,1,99.0,99.0,44.41
67.608,604.6,10.71,-11.2,43.78,0.709436771,0,0,1,99.0,99.0,43.78
67.942,606.216,4.44,-11.2,42.86,1.043436771,0,0,1,99.0,99.0,42.86
68.088,606.503,1.92,11.2,43.4,1.189436771,0,0,1,99.0,99.0,43.4
66.706,606.503,0.0,0.0,44.33,0.192563229,0,0,1,99.0,99.0,44.33
66.377,607.036,7.45,11.2,45.05,0.521563229,0,0,1,99.0,99.0,45.05
66.295,607.863,8.67,7.65,45.02,0.603563229,0,0,1,99.0,99.0,45.02
66.278,608.722,10.67,-4.28,44.86,0.620563229,0,0,1,99.0,99.0,44.86
66.269,609.846,10.2,-11.2,44.56,0.629563229,0,0,1,99.0,99.0,44.56
66.221,610.822,8.81,-9.69,44.53,0.677563229,0,0,1,99.0,99.0,44.53
66.308,611.649,7.37,-3.2,44.69,0.590563229,0,0,1,99.0,99.0,44.69
66.436,612.367,6.87,-0.69,44.97,0.462563229,0,0,1,99.0,99.0,44.97
66.563,613.05,6.75,-0.04,45.29,0.335563229,0,0,1,99.0,99.0,45.29
66.689,613.725,6.75,0.0,45.61,0.209563229,0,0,1,99.0,99.0,45.61
66.815,614.401,6.75,-0.03,45.93,0.083563229,0,0,1,99.0,99.0,45.93
66.942,615.082,6.5,2.6,46.29,0.043436771,0,0,1,99.0,99.0,46.29
67.068,615.729,7.05,0.3,46.53,0.169436771,0,0,1,99.0,99.0,46.53
67.194,616.448,7.19,-2.17,47.04,0.295436771,0,0,1,99.0,99.0,47.04
67.319,617.154,6.86,-0.65,47.13,0.420436771,0,0,1,99.0,99.0,47.13
67.445,617.836,6.76,-0.08,47.14,0.546436771,0,0,1,99.0,99.0,47.14
67.57,618.512,6.74,0.08,47.27,0.671436771,0,0,1,99.0,99.0,47.27
67.696,619.186,6.76,-0.03,47.62,0.797436771,0,0,1,99.0,99.0,47.62
67.821,619.862,6.75,-0.04,47.87,0.922436771,0,0,1,99.0,99.0,47.87
67.946,620.536,6.74,0.03,48.13,1.047436771,0,0,1,99.0,99.0,48.13
68.072,621.211,6.75,0.0,48.49,1.173436771,0,0,1,99.0,99.0,48.49
68.198,621.883,6.86,-1.14,48.94,1.299436771,0,0,1,99.0,99.0,48.94
68.323,622.577,6.37,2.54,49.39,1.424436771,0,0,1,99.0,99.0,49.39
68.449,623.198,7.1,-1.22,49.92,1.550436771,0,0,1,99.0,99.0,49.92
68.623,623.917,7.46,-8.63,50.35,1.724436771,0,0,1,99.0,99.0,50.35
68.843,624.628,6.36,-6.35,50.78,1.944436771,0,0,1,99.0,99.0,50.78
68.752,625.229,5.43,-2.22,51.35,1.853436771,0,0,1,99.0,99.0,51.35
68.593,625.759,5.07,-0.42,51.96,1.694436771,0,0,1,99.0,99.0,51.96
68.398,626.264,5.01,0.0,52.03,1.499436771,0,1,1,99.0,15.529,52.03
68.198,626.764,5.01,-0.03,52.87,1.299436771,0,1,1,99.0,15.316,52.87
67.999,627.265,5.0,0.0,54.01,1.100436771,0,1,1,99.0,15.115,54.01
67.799,627.767,4.93,0.71,55.31,0.900436771,0,1,1,99.0,14.912,55.31
67.599,628.273,4.53,5.96,56.67,0.700436771,0,1,1,99.0,14.709,56.67
67.399,628.725,6.6,-11.2,58.1,0.500436771,0,1,1,99.0,14.507,58.1
67.211,629.469,4.46,-11.2,59.24,0.312436771,0,1,1,99.0,14.316,59.24
66.962,629.811,2.17,7.24,60.79,0.063436771,0,1,1,99.0,14.065,60.79
66.749,630.052,3.32,3.04,62.43,0.149563229,0,1,1,99.0,13.848,62.43
66.669,630.367,3.38,11.2,64.0,0.229563229,1,1,1,13.622,13.765,64.0
66.638,630.61,5.92,7.81,65.65,0.260563229,1,1,1,13.654,13.732,65.65
66.649,631.371,6.51,-0.52,66.77,0.249563229,1,1,1,13.644,13.74,66.77
66.649,631.87,6.72,11.2,68.16,0.249563229,1,1,1,13.639,13.738,68.16
66.641,632.484,10.14,-6.33,69.42,0.257563229,1,0,1,13.666,99.0,69.42
66.656,633.609,8.95,-11.2,70.21,0.242563229,1,0,1,13.631,99.0,70.21
66.652,634.389,6.44,11.2,71.31,0.246563229,1,0,1,13.593,99.0,71.31
66.644,635.079,7.75,9.94,72.47,0.254563229,1,0,1,13.552,99.0,72.47
66.653,635.907,9.18,4.12,73.51,0.245563229,1,0,1,13.493,99.0,73.51
66.654,636.848,9.81,1.01,30.45,0.244563229,1,0,1,13.443,99.0,30.45
66.655,637.836,9.98,0.14,31.01,0.243563229,1,0,1,13.392,99.0,31.01
66.656,638.834,10.0,0.0,31.56,0.242563229,0,0,1,99.0,99.0,31.56
66.657,639.834,10.0,0.0,32.12,0.241563229,0,0,1,99.0,99.0,32.12
66.659,640.834,10.0,0.0,32.68,0.239563229,0,0,1,99.0,99.0,32.68
66.659,641.834,10.0,0.0,32.69,0.239563229,0,0,1,99.0,99.0,32.69
66.66,642.834,10.0,0.0,33.42,0.238563229,0,0,1,99.0,99.0,33.42
66.662,643.83,10.15,-1.56,34.43,0.236563229,0,0,1,99.0,99.0,34.43
66.662,644.833,10.36,-5.96,35.57,0.236563229,0,0,1,99.0,99.0,35.57
66.664,645.844,8.51,11.2,36.78,0.234563229,0,0,1,99.0,99.0,36.78
