Local_X,Local_Y,v_Vel,v_Acc,Space_Headway,dis_cen,i_l,i_r,i_f,dis_l,dis_r,dis_f
43.132,506.615,36.6,-11.2,67.31,1.233511284,0,0,1,99.0,99.0,67.31
43.187,510.133,33.97,-11.2,66.89,1.288511284,0,0,1,99.0,99.0,66.89
43.207,513.441,31.66,-11.2,66.68,1.308511284,0,0,1,99.0,99.0,66.68
43.206,516.518,30.37,-5.88,66.71,1.307511284,0,0,1,99.0,99.0,66.71
43.206,519.501,29.68,-3.88,66.84,1.307511284,0,0,1,99.0,99.0,66.84
43.205,522.463,28.56,-11.2,66.98,1.306511284,0,0,1,99.0,99.0,66.98
43.184,525.166,26.21,-11.2,67.38,1.285511284,0,0,1,99.0,99.0,67.38
43.174,527.615,22.97,-11.2,68.03,1.275511284,0,0,1,99.0,99.0,68.03
43.173,529.788,20.01,-11.2,68.95,1.274511284,0,0,1,99.0,99.0,68.95
43.232,531.694,18.55,-5.09,70.13,1.333511284,0,0,1,99.0,99.0,70.13
43.14,533.444,19.15,11.2,71.45,1.241511284,0,0,1,99.0,99.0,71.45
43.036,535.517,21.56,11.2,72.45,1.137511284,0,0,1,99.0,99.0,72.45
42.883,537.835,24.77,11.2,73.21,0.984511284,0,0,1,99.0,99.0,73.21
42.746,540.424,27.55,11.2,73.71,0.847511284,0,0,1,99.0,99.0,73.71
42.69,543.244,29.26,10.16,73.98,0.791511284,0,0,1,99.0,99.0,73.98
42.727,546.281,29.93,1.88,74.03,0.828511284,0,0,1,99.0,99.0,74.03
42.733,549.3,30.04,-0.24,74.09,0.834511284,0,0,1,99.0,99.0,74.09
42.74,552.305,30.02,-0.33,74.15,0.841511284,0,0,1,99.0,99.0,74.15
42.748,555.305,29.97,-0.41,74.23,0.849511284,0,0,1,99.0,99.0,74.23
42.745,558.299,29.94,-0.32,74.31,0.846511284,0,0,1,99.0,99.0,74.31
42.761,561.283,30.0,1.11,74.4,0.862511284,0,0,1,99.0,99.0,74.4
42.821,564.272,30.24,3.65,74.48,0.922511284,0,0,1,99.0,99.0,74.48
42.906,567.301,30.68,5.52,74.53,1.007511284,0,0,1,99.0,99.0,74.53
42.982,570.399,31.18,5.0,74.51,1.083511284,0,0,1,99.0,99.0,74.51
43.024,573.557,31.56,2.71,74.43,1.125511284,0,0,1,99.0,99.0,74.43
43.047,576.741,31.75,0.76,74.33,1.148511284,0,0,1,99.0,99.0,74.33
43.078,579.925,31.81,0.07,74.24,1.179511284,0,0,1,99.0,99.0,74.24
43.11,583.107,31.8,0.0,74.07,1.211511284,0,0,1,99.0,99.0,74.07
43.141,586.288,31.8,-0.12,73.72,1.242511284,0,0,1,99.0,99.0,73.72
43.171,589.468,31.78,-0.28,73.24,1.272511284,0,0,1,99.0,99.0,73.24
43.202,592.644,31.76,-0.16,72.55,1.303511284,0,0,1,99.0,99.0,72.55
43.232,595.818,31.75,0.0,71.82,1.333511284,0,0,1,99.0,99.0,71.82
43.262,598.993,31.75,0.0,71.33,1.363511284,0,0,1,99.0,99.0,71.33
43.292,602.168,31.75,0.0,70.99,1.393511284,0,0,1,99.0,99.0,70.99
43.322,605.343,31.75,0.0,70.85,1.423511284,0,0,1,99.0,99.0,70.85
43.353,608.516,31.77,0.35,70.78,1.454511284,0,0,1,99.0,99.0,70.78
43.383,611.693,31.82,0.65,70.62,1.484511284,0,0,1,99.0,99.0,70.62
43.413,614.876,31.89,0.88,70.41,1.514511284,0,0,1,99.0,99.0,70.41
43.442,618.081,31.88,-0.73,70.22,1.543511284,0,0,1,99.0,99.0,70.22
43.47,621.297,31.51,-5.76,70.04,1.571511284,0,0,1,99.0,99.0,70.04
43.508,624.452,30.63,-11.2,69.94,1.609511284,0,0,1,99.0,99.0,69.94
43.507,627.439,29.29,-11.2,70.01,1.608511284,0,0,1,99.0,99.0,70.01
43.485,630.298,27.81,-11.2,70.21,1.586511284,0,0,1,99.0,99.0,70.21
43.448,632.999,26.76,-7.5,70.56,1.549511284,0,0,1,99.0,99.0,70.56
43.404,635.603,26.24,-2.14,71.01,1.505511284,0,0,1,99.0,99.0,71.01
43.395,638.206,25.97,-1.58,71.47,1.496511284,0,0,1,99.0,99.0,71.47
43.408,640.799,25.8,-2.46,71.93,1.509511284,0,0,1,99.0,99.0,71.93
43.41,643.355,25.76,0.14,72.43,1.511511284,0,0,1,99.0,99.0,72.43
43.413,645.905,25.93,4.21,72.91,1.514511284,0,0,1,99.0,99.0,72.91
43.416,648.522,26.22,3.1,73.31,1.517511284,0,0,1,99.0,99.0,73.31
43.419,651.196,26.24,-2.62,73.66,1.520511284,0,0,1,99.0,99.0,73.66
43.422,653.832,25.87,-5.98,74.01,1.523511284,0,0,1,99.0,99.0,74.01
43.424,656.388,25.32,-5.47,74.39,1.525511284,0,0,1,99.0,99.0,74.39
43.427,658.876,24.89,-3.01,74.83,1.528511284,0,0,1,99.0,99.0,74.83
43.43,661.321,24.82,1.19,75.32,1.531511284,0,0,1,99.0,99.0,75.32
43.433,663.775,25.24,6.65,75.86,1.534511284,0,0,1,99.0,99.0,75.86
43.442,666.303,26.07,10.94,76.34,1.543511284,0,0,1,99.0,99.0,76.34
43.448,668.966,27.07,10.2,76.68,1.549511284,0,0,1,99.0,99.0,76.68
43.455,671.753,27.86,5.64,76.89,1.556511284,0,0,1,99.0,99.0,76.89
43.461,674.584,28.36,3.38,77.08,1.562511284,0,0,1,99.0,99.0,77.08
43.48,677.424,28.86,5.67,77.24,1.581511284,0,0,1,99.0,99.0,77.24
43.464,680.317,29.55,8.81,77.32,1.565511284,0,0,1,99.0,99.0,77.32
43.404,683.315,30.36,8.51,77.21,1.505511284,0,0,1,99.0,99.0,77.21
43.308,686.417,31.03,4.9,76.89,1.409511284,0,0,1,99.0,99.0,76.89
43.143,689.569,31.37,1.46,76.42,1.244511284,0,0,1,99.0,99.0,76.42
42.957,692.724,31.46,0.1,75.9,1.058511284,0,0,1,99.0,99.0,75.9
42.781,695.872,31.46,-0.12,75.47,0.882511284,0,0,1,99.0,99.0,75.47
