Local_X,Local_Y,v_Vel,v_Acc,Space_Headway,dis_cen,i_l,i_r,i_f,dis_l,dis_r,dis_f
28.767,416.514,18.91,-10.01,61.91,0.805055536,1,0,1,17.755,99.0,61.91
28.784,418.331,18.33,-5.34,62.1,0.788055536,1,0,1,17.399,99.0,62.1
28.783,420.082,18.29,4.31,62.36,0.789055536,1,0,1,17.06,99.0,62.36
28.82,421.884,18.82,10.04,62.51,0.752055536,1,0,1,16.685,99.0,62.51
28.857,423.838,19.6,5.84,62.4,0.715055536,1,0,1,16.295,99.0,62.4
28.893,425.871,19.98,0.34,62.08,0.679055536,1,0,1,15.949,99.0,62.08
28.93,427.873,20.0,0.0,61.73,0.642055536,1,0,1,15.727,99.0,61.73
28.967,429.838,20.31,5.11,61.4,0.605055536,1,0,1,15.55,99.0,61.4
29.004,431.871,21.05,9.58,61.03,0.568055536,1,0,1,15.422,99.0,61.03
29.04,434.049,21.57,4.59,60.57,0.532055536,1,0,1,15.339,99.0,60.57
29.041,436.283,21.57,-4.59,59.99,0.531055536,1,0,1,15.278,99.0,59.99
29.037,438.461,21.05,-9.58,59.26,0.535055536,1,0,1,15.222,99.0,59.26
29.033,440.494,20.31,-5.11,58.49,0.539055536,1,0,1,15.126,99.0,58.49
29.03,442.459,20.0,0.0,57.62,0.542055536,1,0,1,15.024,99.0,57.62
29.026,444.459,20.0,0.0,56.48,0.546055536,1,0,1,14.922,99.0,56.48
29.022,446.459,20.0,0.0,55.65,0.550055536,1,0,1,14.821,99.0,55.65
29.018,448.459,20.0,0.0,55.0,0.554055536,1,0,1,14.721,99.0,55.0
29.014,450.459,20.0,0.0,54.57,0.558055536,1,0,1,14.619,99.0,54.57
29.01,452.459,20.0,0.0,54.38,0.562055536,1,0,1,14.518,99.0,54.38
29.007,454.459,20.0,0.0,54.28,0.565055536,1,0,1,14.416,99.0,54.28
29.003,456.459,20.0,0.0,54.09,0.569055536,1,0,1,14.316,99.0,54.09
28.999,458.459,20.0,0.0,53.84,0.573055536,1,0,1,14.214,99.0,53.84
28.996,460.459,20.0,0.0,53.61,0.576055536,1,0,1,14.112,99.0,53.61
28.992,462.46,20.0,0.0,53.44,0.580055536,1,0,1,14.011,99.0,53.44
28.987,464.46,20.0,-0.03,53.26,0.585055536,1,0,1,13.923,99.0,53.26
28.984,466.46,20.0,0.0,53.07,0.588055536,1,0,1,13.79,99.0,53.07
28.98,468.459,20.0,0.0,52.91,0.592055536,1,1,1,13.607,13.341,52.91
28.976,470.459,20.0,0.0,52.81,0.596055536,1,1,1,13.366,13.46,52.81
28.973,472.462,19.97,-0.42,52.75,0.599055536,1,1,1,13.073,13.578,52.75
28.969,474.459,19.91,-0.8,52.72,0.603055536,1,1,1,12.739,13.696,52.72
28.965,476.444,19.87,-0.38,52.69,0.607055536,1,1,1,12.416,13.814,52.69
28.963,478.425,19.87,0.38,52.66,0.609055536,1,1,1,12.091,13.934,52.66
28.962,480.41,19.91,0.8,52.62,0.610055536,1,1,1,11.765,14.056,52.62
28.962,482.407,19.97,0.43,52.55,0.610055536,1,1,1,14.498,14.178,52.55
28.962,484.41,20.0,0.0,52.47,0.610055536,1,1,1,14.498,14.295,52.47
28.962,486.41,20.0,0.0,52.39,0.610055536,1,1,1,14.5,14.439,52.39
28.961,488.41,20.0,0.0,52.34,0.611055536,1,1,1,14.506,14.58,52.34
28.961,490.41,20.0,0.0,52.29,0.611055536,1,1,1,14.5,14.676,52.29
28.961,492.41,20.0,0.0,52.24,0.611055536,1,1,1,14.498,14.756,52.24
28.959,494.41,20.0,0.0,52.19,0.613055536,1,1,1,14.5,14.79,52.19
28.959,496.41,20.0,0.0,52.14,0.613055536,1,1,1,14.5,14.892,52.14
28.959,498.41,20.0,0.0,52.09,0.613055536,1,1,1,14.501,14.977,52.09
28.959,500.41,20.0,0.0,52.04,0.613055536,1,0,1,14.5,99.0,52.04
28.958,502.41,20.0,0.0,51.98,0.614055536,1,0,1,14.501,99.0,51.98
28.958,504.41,20.0,0.0,51.91,0.614055536,1,0,1,14.499,99.0,51.91
28.958,506.41,20.0,0.0,51.88,0.614055536,1,0,1,14.493,99.0,51.88
28.957,508.41,20.0,0.0,51.94,0.615055536,1,0,1,14.499,99.0,51.94
28.956,510.41,20.0,0.0,52.11,0.616055536,1,0,1,14.502,99.0,52.11
28.956,512.41,20.0,0.0,52.36,0.616055536,1,0,1,14.503,99.0,52.36
28.956,514.41,20.0,0.0,52.66,0.616055536,1,0,1,14.504,99.0,52.66
28.956,516.41,20.0,0.0,52.94,0.616055536,1,0,1,14.509,99.0,52.94
28.955,518.409,20.01,0.24,53.22,0.617055536,1,0,1,13.763,99.0,53.22
28.955,520.412,20.04,0.24,53.49,0.617055536,1,0,1,13.775,99.0,53.49
28.955,522.428,19.94,-1.54,53.75,0.617055536,1,0,1,13.78,99.0,53.75
28.954,524.434,19.62,-4.64,54.02,0.618055536,1,0,1,13.781,99.0,54.02
28.953,526.383,19.13,-5.98,54.34,0.619055536,1,0,1,13.758,99.0,54.34
28.952,528.249,18.74,-2.87,54.75,0.620055536,1,0,1,13.752,99.0,54.75
28.953,530.071,18.74,2.88,55.21,0.619055536,1,0,1,13.737,99.0,55.21
28.952,531.941,19.1,5.33,55.62,0.620055536,1,0,1,13.731,99.0,55.62
28.952,533.887,19.49,3.39,55.95,0.620055536,1,0,1,13.729,99.0,55.95
28.952,535.87,19.74,0.94,56.25,0.620055536,1,0,1,13.758,99.0,56.25
28.956,537.856,19.83,0.36,56.53,0.616055536,1,0,1,13.801,99.0,56.53
28.961,539.836,19.88,1.01,56.83,0.611055536,1,0,1,13.884,99.0,56.83
28.965,541.83,19.96,0.68,57.13,0.607055536,1,0,1,13.971,99.0,57.13
28.969,543.835,20.0,0.0,57.41,0.603055536,1,0,1,14.028,99.0,57.41
28.974,545.835,20.0,0.0,57.66,0.598055536,1,0,1,14.065,99.0,57.66
28.979,547.835,20.0,0.0,57.78,0.593055536,1,0,1,14.109,99.0,57.78
