Local_X,Local_Y,v_Vel,v_Acc,Space_Headway,dis_cen,i_l,i_r,i_f,dis_l,dis_r,dis_f
18.114,62.021,29.7,0.0,117.85,1.067981246,1,0,1,12.51,99.0,117.85
18.124,66.02,29.7,0.0,117.13,1.077981246,1,0,1,12.5,99.0,117.13
18.125,69.565,29.7,0.0,116.88,1.078981246,1,0,1,12.497,99.0,116.88
18.124,73.065,29.7,0.0,116.66,1.077981246,1,0,1,12.506,99.0,116.66
18.124,76.564,29.7,0.0,116.45,1.077981246,1,0,1,12.497,99.0,116.45
18.127,79.837,29.7,10.19,116.46,1.080981246,1,0,1,12.493,99.0,116.46
18.185,82.676,32.05,11.2,116.91,1.138981246,1,0,1,12.435,99.0,116.91
18.05,85.914,33.52,11.2,116.96,1.003981246,1,0,1,12.558,99.0,116.96
17.951,89.325,35.18,4.24,116.01,0.904981246,1,0,1,12.654,99.0,116.01
17.887,92.868,35.83,0.93,116.13,0.840981246,1,0,1,12.736,99.0,116.13
17.836,96.456,35.98,0.11,120.75,0.789981246,1,0,1,12.793,99.0,120.75
17.786,100.053,36.07,-0.74,118.91,0.739981246,1,0,1,12.83,99.0,118.91
17.736,103.66,35.91,-0.04,115.58,0.689981246,1,0,1,12.882,99.0,115.58
17.686,107.245,35.96,-0.27,112.09,0.639981246,1,0,1,12.924,99.0,112.09
17.638,110.858,35.4,5.0,108.48,0.591981246,1,0,1,12.973,99.0,108.48
17.593,114.374,36.98,-4.56,104.96,0.546981246,1,0,1,13.038,99.0,104.96
17.553,118.127,36.46,-11.2,101.21,0.506981246,1,0,1,13.077,99.0,101.21
17.49,121.728,35.07,-9.69,98.37,0.443981246,1,0,1,13.142,99.0,98.37
17.461,125.182,33.64,-3.31,98.06,0.414981246,1,0,1,13.196,99.0,98.06
17.459,128.527,33.12,-0.68,98.0,0.412981246,1,0,1,13.177,99.0,98.0
17.461,131.835,33.01,-0.08,98.02,0.414981246,1,0,1,13.154,99.0,98.02
17.465,135.136,33.0,0.0,98.05,0.418981246,1,0,1,13.179,99.0,98.05
17.469,138.437,32.96,0.42,98.07,0.422981246,1,0,1,13.183,99.0,98.07
17.472,141.732,33.05,0.04,98.11,0.425981246,1,0,1,13.174,99.0,98.11
17.476,145.04,33.07,-0.36,98.13,0.429981246,1,0,1,13.195,99.0,98.13
17.48,148.345,33.02,-0.09,98.16,0.433981246,1,0,1,13.168,99.0,98.16
17.481,151.646,33.0,0.0,98.12,0.434981246,1,0,1,13.182,99.0,98.12
17.483,154.946,33.0,0.0,98.25,0.436981246,1,0,1,13.176,99.0,98.25
17.485,158.246,33.0,0.0,98.34,0.438981246,1,0,1,13.165,99.0,98.34
17.487,161.546,33.0,0.0,98.32,0.440981246,1,0,1,13.163,99.0,98.32
17.489,164.846,33.0,0.0,98.24,0.442981246,1,1,1,13.138,12.834,98.24
17.49,168.146,33.0,0.0,98.15,0.443981246,1,1,1,13.153,12.848,98.15
17.492,171.446,33.0,0.0,98.04,0.445981246,1,1,1,13.173,12.883,98.04
17.494,174.741,33.21,-2.23,97.95,0.447981246,1,1,1,13.151,12.926,97.95
17.496,178.043,33.58,-9.23,97.87,0.449981246,1,1,1,13.1,12.969,97.87
17.498,181.395,30.86,11.2,97.62,0.451981246,1,1,1,13.045,13.012,97.62
17.488,184.273,34.11,11.2,98.22,0.441981246,1,1,1,13.0,13.044,98.22
17.479,187.693,35.87,11.2,98.85,0.432981246,1,0,1,12.954,99.0,98.85
17.507,191.336,37.49,5.28,97.84,0.460981246,1,0,1,12.872,99.0,97.84
17.531,195.116,38.31,1.26,95.83,0.484981246,1,0,1,12.794,99.0,95.83
17.558,198.953,38.51,0.17,94.62,0.511981246,0,0,1,99.0,99.0,94.62
17.585,202.806,38.55,-0.1,93.71,0.538981246,0,0,1,99.0,99.0,93.71
17.611,206.66,38.52,0.0,92.95,0.564981246,0,0,1,99.0,99.0,92.95
17.637,210.512,38.53,0.04,92.32,0.590981246,0,0,1,99.0,99.0,92.32
17.664,214.365,38.54,-0.07,91.59,0.617981246,0,0,1,99.0,99.0,91.59
17.69,218.219,38.53,0.0,90.89,0.643981246,0,0,1,99.0,99.0,90.89
17.716,222.072,38.52,0.03,90.23,0.669981246,0,0,1,99.0,99.0,90.23
17.743,225.924,38.53,-0.03,89.56,0.696981246,0,0,1,99.0,99.0,89.56
17.769,229.777,38.52,0.0,88.99,0.722981246,0,0,1,99.0,99.0,88.99
17.795,233.63,38.52,0.04,88.11,0.748981246,0,0,1,99.0,99.0,88.11
17.822,237.482,38.53,-0.03,87.74,0.775981246,0,0,1,99.0,99.0,87.74
17.848,241.335,38.52,0.04,87.2,0.801981246,0,0,1,99.0,99.0,87.2
17.874,245.196,38.17,3.83,86.48,0.827981246,0,0,1,99.0,99.0,86.48
17.901,249.013,38.84,1.86,85.68,0.854981246,0,0,1,99.0,99.0,85.68
17.927,252.936,38.58,5.14,84.71,0.880981246,0,0,1,99.0,99.0,84.71
