Local_X,Local_Y,v_Vel,v_Acc,Space_Headway,dis_cen,i_l,i_r,i_f,dis_l,dis_r,dis_f
5.118,63.05,42.2,0.0,75.36,0.508406716,1,0,1,11.507,99.0,75.36
5.126,68.062,42.2,0.0,74.39,0.516406716,1,0,1,11.498,99.0,74.39
5.125,72.562,42.2,0.0,73.93,0.515406716,1,0,1,11.498,99.0,73.93
5.124,77.562,42.2,0.0,72.99,0.514406716,1,0,1,11.469,99.0,72.99
5.123,81.063,42.2,0.0,73.55,0.513406716,1,0,1,11.499,99.0,73.55
5.122,85.589,42.2,0.4,73.08,0.512406716,1,0,1,11.499,99.0,73.08
5.121,89.836,41.97,-5.11,72.84,0.511406716,1,0,1,11.47,99.0,72.84
5.122,94.051,41.38,-9.6,72.58,0.512406716,1,0,1,11.469,99.0,72.58
5.12,98.095,40.79,-2.59,72.48,0.510406716,1,0,1,11.47,99.0,72.48
5.116,102.126,40.75,2.55,72.47,0.506406716,1,0,1,11.465,99.0,72.47
5.105,106.201,41.02,3.83,72.51,0.495406716,1,0,1,11.502,99.0,72.51
5.091,110.334,41.31,1.95,72.55,0.481406716,1,0,1,11.452,99.0,72.55
5.078,114.486,41.44,0.39,72.58,0.468406716,0,0,1,99.0,99.0,72.58
5.067,118.635,41.46,-0.1,72.6,0.457406716,0,0,1,99.0,99.0,72.6
5.056,122.78,41.45,-0.08,72.61,0.446406716,0,0,1,99.0,99.0,72.61
5.045,126.924,41.45,0.0,72.63,0.435406716,0,0,1,99.0,99.0,72.63
5.033,131.069,41.45,0.0,72.65,0.423406716,0,0,1,99.0,99.0,72.65
5.023,135.214,41.45,0.0,72.67,0.413406716,0,0,1,99.0,99.0,72.67
5.012,139.358,41.45,0.04,72.69,0.402406716,1,0,1,10.939,99.0,72.69
5.0,143.504,41.45,0.02,72.71,0.390406716,1,0,1,10.913,99.0,72.71
4.988,147.649,41.45,-0.02,72.72,0.378406716,1,0,1,10.886,99.0,72.72
4.976,151.795,41.45,-0.05,72.74,0.366406716,1,0,1,10.859,99.0,72.74
4.962,155.939,41.45,-0.03,72.76,0.352406716,1,0,1,10.834,99.0,72.76
4.948,160.084,41.45,0.0,72.78,0.338406716,1,0,1,10.81,99.0,72.78
4.935,164.228,41.45,0.0,72.8,0.325406716,1,0,1,10.783,99.0,72.8
4.922,168.373,41.45,0.0,72.82,0.312406716,1,0,1,10.758,99.0,72.82
4.908,172.518,41.45,0.0,72.83,0.298406716,1,0,1,10.732,99.0,72.83
4.895,176.662,41.45,0.0,72.85,0.285406716,1,0,1,10.707,99.0,72.85
4.881,180.807,41.45,0.0,72.88,0.271406716,1,0,1,10.682,99.0,72.88
