Local_X,Local_Y,v_Vel,v_Acc,Space_Headway,dis_cen,i_l,i_r,i_f,dis_l,dis_r,dis_f
66.386,1326.511,33.71,-11.2,107.17,0.512563229,0,1,1,99.0,12.876,107.17
66.388,1329.837,32.41,-10.82,107.38,0.510563229,0,1,1,99.0,12.772,107.38
66.37,1333.02,30.83,-4.22,107.63,0.528563229,0,1,1,99.0,12.648,107.63
66.363,1336.078,30.18,-0.99,108.03,0.535563229,0,1,1,99.0,12.535,108.03
66.356,1339.091,30.02,-0.12,108.51,0.542563229,0,1,1,99.0,12.422,108.51
66.349,1342.092,30.0,0.0,109.02,0.549563229,0,1,1,99.0,12.309,109.02
66.342,1345.093,30.0,0.0,109.26,0.556563229,0,1,1,99.0,12.196,109.26
66.335,1348.092,30.0,0.03,109.96,0.563563229,0,1,1,99.0,12.083,109.96
66.327,1351.093,30.01,-0.03,110.76,0.571563229,0,1,1,99.0,11.969,110.76
66.32,1354.104,29.57,4.54,111.42,0.578563229,0,1,1,99.0,11.856,111.42
66.312,1357.051,30.69,-1.12,112.03,0.586563229,0,1,1,99.0,11.743,112.03
66.305,1360.134,31.13,-9.85,112.46,0.593563229,0,1,1,99.0,11.63,112.46
66.298,1363.205,28.55,11.2,112.89,0.600563229,0,1,1,99.0,11.517,112.89
66.272,1365.949,30.93,11.2,113.65,0.626563229,0,1,1,99.0,11.385,113.65
66.275,1369.15,33.49,-10.85,113.95,0.623563229,0,1,1,99.0,11.282,113.95
66.27,1372.454,32.35,-11.2,114.14,0.628563229,0,1,1,99.0,11.171,114.14
66.248,1375.627,31.19,-10.16,114.47,0.650563229,0,1,1,99.0,11.046,114.47
66.236,1378.704,28.56,11.2,114.89,0.662563229,0,0,1,99.0,99.0,114.89
66.21,1381.449,30.93,11.2,115.65,0.688563229,0,0,1,99.0,99.0,115.65
66.213,1384.65,33.49,-10.81,115.95,0.685563229,0,0,1,99.0,99.0,115.95
66.208,1387.954,32.36,-11.2,116.14,0.690563229,0,1,1,99.0,12.852,116.14
66.186,1391.128,31.19,-10.12,116.47,0.712563229,0,1,1,99.0,12.788,116.47
66.173,1394.164,28.92,11.2,116.89,0.725563229,0,1,1,99.0,12.733,116.89
66.147,1396.881,33.48,-11.2,117.42,0.751563229,0,1,1,99.0,12.665,117.42
66.223,1400.46,30.24,-8.48,117.93,0.675563229,0,1,1,99.0,12.699,117.93
66.291,1403.096,30.43,11.2,118.43,0.607563229,0,1,1,99.0,12.725,118.43
65.861,1406.125,32.45,11.2,118.87,1.037563229,0,1,1,99.0,12.252,118.87
65.72,1409.419,33.99,7.23,119.31,1.178563229,0,1,1,99.0,12.069,119.31
65.654,1412.86,35.11,1.79,119.71,1.244563229,0,1,1,99.0,11.962,119.71
65.63,1416.381,35.39,0.25,120.27,1.268563229,0,1,1,99.0,11.895,120.27
65.612,1419.921,35.44,-0.06,120.8,1.286563229,0,1,1,99.0,11.835,120.8
65.594,1423.465,35.42,0.03,121.26,1.304563229,0,1,1,99.0,11.775,121.26
65.576,1427.007,35.43,0.04,121.7,1.322563229,0,1,1,99.0,11.714,121.7
65.558,1430.551,35.44,-0.03,122.15,1.340563229,0,1,1,99.0,12.545,122.15
65.541,1434.085,35.79,-3.88,122.6,1.357563229,0,1,1,99.0,12.531,122.6
65.522,1437.669,34.97,-0.34,122.92,1.376563229,0,1,1,99.0,12.515,122.92
65.505,1441.144,34.78,3.28,123.81,1.393563229,0,1,1,99.0,12.501,123.81
65.49,1444.643,35.28,0.87,124.26,1.408563229,0,1,1,99.0,12.489,124.26
65.478,1448.176,35.42,0.1,124.45,1.420563229,0,1,1,99.0,12.478,124.45
65.465,1451.716,35.53,-1.0,124.09,1.433563229,0,1,1,99.0,12.468,124.09
65.451,1455.282,34.83,5.07,124.11,1.447563229,0,1,1,99.0,12.457,124.11
65.439,1458.732,36.72,-7.65,124.46,1.459563229,0,1,1,99.0,12.447,124.46
65.427,1462.437,35.72,-10.64,124.64,1.471563229,0,0,1,99.0,99.0,124.64
65.417,1465.937,33.55,5.0,125.37,1.481563229,0,0,1,99.0,99.0,125.37
65.391,1469.302,34.02,6.75,126.42,1.507563229,0,0,1,99.0,99.0,126.42
65.394,1472.741,35.0,2.72,126.99,1.504563229,0,0,1,99.0,99.0,126.99
65.417,1476.256,35.42,0.61,126.25,1.481563229,0,0,1,99.0,99.0,126.25
65.444,1479.802,35.52,0.08,125.71,1.454563229,0,0,1,99.0,99.0,125.71
65.473,1483.354,35.53,0.0,125.39,1.425563229,0,0,1,99.0,99.0,125.39
65.501,1486.907,35.53,0.0,125.23,1.397563229,0,0,1,99.0,99.0,125.23
65.528,1490.46,35.53,0.0,124.93,1.370563229,0,0,1,99.0,99.0,124.93
65.556,1494.013,35.53,0.0,125.15,1.342563229,0,0,1,99.0,99.0,125.15
65.584,1497.566,35.53,0.0,125.11,1.314563229,0,0,1,99.0,99.0,125.11
65.612,1501.119,35.53,0.0,125.39,1.286563229,0,0,1,99.0,99.0,125.39
65.64,1504.672,35.53,0.0,125.77,1.258563229,0,0,1,99.0,99.0,125.77
65.667,1508.225,35.53,0.0,125.89,1.231563229,0,0,1,99.0,99.0,125.89
65.695,1511.778,35.53,-0.04,125.84,1.203563229,0,0,1,99.0,99.0,125.84
65.723,1515.331,35.53,0.0,126.28,1.175563229,0,0,1,99.0,99.0,126.28
65.751,1518.884,35.52,0.04,0.0,1.147563229,0,0,0,99.0,99.0,99.0
65.779,1522.436,35.53,0.0,0.0,1.119563229,0,1,0,99.0,12.251,99.0
65.807,1525.989,35.53,0.0,0.0,1.091563229,0,1,0,99.0,12.26,99.0
65.835,1529.559,34.85,7.2,0.0,1.063563229,0,1,0,99.0,12.27,99.0
65.863,1533.035,36.38,0.74,0.0,1.035563229,0,1,0,99.0,12.279,99.0
65.891,1536.714,36.75,-6.14,0.0,1.007563229,0,1,0,99.0,12.294,99.0
65.917,1540.352,35.82,-1.6,0.0,0.981563229,0,1,0,99.0,12.306,99.0
65.928,1543.923,35.56,-0.13,0.0,0.970563229,0,1,0,99.0,12.379,99.0
65.983,1547.478,35.54,0.0,0.0,0.915563229,0,1,0,99.0,12.639,99.0
