Local_X,Local_Y,v_Vel,v_Acc,Space_Headway,dis_cen,i_l,i_r,i_f,dis_l,dis_r,dis_f
54.536,1288.817,27.34,0.07,93.29,0.901031876,0,0,1,99.0,99.0,93.29
54.532,1291.55,27.35,0.0,93.07,0.897031876,0,0,1,99.0,99.0,93.07
54.529,1294.286,27.35,-0.03,92.84,0.894031876,0,0,1,99.0,99.0,92.84
54.527,1297.02,27.34,0.03,92.61,0.892031876,0,0,1,99.0,99.0,92.61
54.523,1299.755,27.35,0.0,92.12,0.888031876,0,0,1,99.0,99.0,92.12
54.52,1302.49,27.35,-0.04,92.09,0.885031876,0,0,1,99.0,99.0,92.09
54.517,1305.225,27.35,0.0,92.2,0.882031876,0,0,1,99.0,99.0,92.2
54.513,1307.96,27.34,0.04,92.15,0.878031876,0,0,1,99.0,99.0,92.15
54.51,1310.694,27.35,-0.03,91.69,0.875031876,0,0,1,99.0,99.0,91.69
54.506,1313.429,27.34,0.04,91.74,0.871031876,0,0,1,99.0,99.0,91.74
54.504,1316.163,27.35,0.0,91.5,0.869031876,0,0,1,99.0,99.0,91.5
54.501,1318.899,27.35,-0.03,91.7,0.866031876,0,0,1,99.0,99.0,91.7
54.497,1321.633,27.34,0.03,91.51,0.862031876,0,0,1,99.0,99.0,91.51
54.494,1324.368,27.35,-0.03,91.73,0.859031876,0,0,1,99.0,99.0,91.73
54.491,1327.103,27.34,0.0,91.56,0.856031876,0,0,1,99.0,99.0,91.56
54.487,1329.838,27.34,0.04,91.7,0.852031876,0,0,1,99.0,99.0,91.7
54.484,1332.572,27.35,0.0,91.8,0.849031876,0,0,1,99.0,99.0,91.8
54.482,1335.307,27.35,-0.04,91.74,0.847031876,0,0,1,99.0,99.0,91.74
54.478,1338.042,27.34,0.04,91.57,0.843031876,0,0,1,99.0,99.0,91.57
54.475,1340.776,27.35,0.0,91.34,0.840031876,0,0,1,99.0,99.0,91.34
54.472,1343.512,27.35,-0.03,91.11,0.837031876,0,0,1,99.0,99.0,91.11
54.468,1346.246,27.34,0.03,90.91,0.833031876,0,0,1,99.0,99.0,90.91
54.465,1348.981,27.35,-0.03,90.43,0.830031876,0,0,1,99.0,99.0,90.43
54.463,1351.716,27.34,0.0,90.34,0.828031876,0,0,1,99.0,99.0,90.34
54.459,1354.45,27.37,-0.22,90.38,0.824031876,0,0,1,99.0,99.0,90.38
54.456,1357.205,26.6,7.69,90.16,0.821031876,0,0,1,99.0,99.0,90.16
54.453,1359.838,28.83,-5.56,90.44,0.818031876,0,0,1,99.0,99.0,90.44
54.444,1362.808,27.86,-11.2,89.96,0.809031876,0,0,1,99.0,99.0,89.96
54.476,1365.546,26.28,-7.33,89.5,0.841031876,0,0,1,99.0,99.0,89.5
54.398,1368.132,24.97,0.6,89.07,0.763031876,1,0,1,12.891,99.0,89.07
54.342,1370.641,24.36,8.53,88.66,0.707031876,1,0,1,12.912,99.0,88.66
54.321,1373.06,27.14,-11.2,88.33,0.686031876,1,0,1,12.898,99.0,88.33
54.324,1375.989,23.81,-11.2,87.49,0.689031876,1,0,1,12.854,99.0,87.49
54.317,1378.434,20.47,2.79,87.13,0.682031876,1,0,1,12.82,99.0,87.13
54.284,1380.339,21.68,4.13,87.31,0.649031876,1,0,1,12.812,99.0,87.31
54.283,1382.667,21.07,5.71,87.07,0.648031876,1,0,1,12.771,99.0,87.07
54.273,1384.665,23.14,-2.05,87.16,0.638031876,1,0,1,12.74,99.0,87.16
54.264,1387.095,22.29,-4.34,86.82,0.629031876,1,0,1,12.708,99.0,86.82
54.255,1389.201,21.38,11.2,86.8,0.620031876,1,0,1,12.676,99.0,86.8
54.236,1391.336,23.08,11.2,86.75,0.601031876,1,0,1,12.653,99.0,86.75
54.237,1393.65,26.31,-11.2,86.53,0.602031876,1,0,1,12.611,99.0,86.53
54.241,1396.383,24.06,-11.2,85.88,0.606031876,1,0,1,12.566,99.0,85.88
54.218,1398.679,21.5,10.91,85.67,0.583031876,1,0,1,12.548,99.0,85.67
54.199,1400.874,22.75,9.88,85.57,0.564031876,1,0,1,12.525,99.0,85.57
54.199,1403.202,24.17,4.19,85.33,0.564031876,1,0,1,12.484,99.0,85.33
54.19,1405.643,24.81,1.03,84.97,0.555031876,1,0,1,12.452,99.0,84.97
54.18,1408.13,24.99,0.09,84.57,0.545031876,0,0,1,99.0,99.0,84.57
54.169,1410.63,25.0,-0.03,84.16,0.534031876,0,0,1,99.0,99.0,84.16
54.159,1413.133,24.85,1.58,83.74,0.524031876,0,0,1,99.0,99.0,83.74
54.149,1415.625,24.31,11.2,83.34,0.514031876,0,0,1,99.0,99.0,83.34
54.139,1418.008,27.89,-11.2,83.05,0.504031876,0,0,1,99.0,99.0,83.05
54.143,1421.157,23.35,-11.2,81.98,0.508031876,0,0,1,99.0,99.0,81.98
54.197,1423.73,19.45,-11.2,81.5,0.562031876,0,0,1,99.0,99.0,81.5
54.273,1425.557,16.86,11.2,81.76,0.638031876,0,0,1,99.0,99.0,81.76
53.823,1427.099,19.67,11.2,82.31,0.188031876,0,0,1,99.0,99.0,82.31
53.672,1429.097,21.19,11.2,82.39,0.037031876,0,0,1,99.0,99.0,82.39
53.625,1431.275,22.85,4.19,82.3,0.009968124,0,0,1,99.0,99.0,82.3
53.606,1433.585,23.51,0.83,82.08,0.028968124,0,0,1,99.0,99.0,82.08
53.594,1435.934,23.94,-3.06,81.82,0.040968124,0,0,1,99.0,99.0,81.82
53.582,1438.332,23.28,-0.3,81.51,0.052968124,0,0,1,99.0,99.0,81.51
53.571,1440.643,23.12,2.76,81.29,0.063968124,0,0,1,99.0,99.0,81.29
53.559,1442.972,23.54,0.71,81.05,0.075968124,0,0,1,99.0,99.0,81.05
53.55,1445.331,23.66,0.0,80.77,0.084968124,0,0,1,99.0,99.0,80.77
53.542,1447.697,23.66,0.0,80.5,0.092968124,0,0,1,99.0,99.0,80.5
53.534,1450.063,23.65,0.08,80.22,0.100968124,0,0,1,99.0,99.0,80.22
53.525,1452.428,23.67,0.0,79.94,0.109968124,0,0,1,99.0,99.0,79.94
53.516,1454.796,23.67,-0.07,79.67,0.118968124,0,0,1,99.0,99.0,79.67
