Local_X,Local_Y,v_Vel,v_Acc,Space_Headway,dis_cen,i_l,i_r,i_f,dis_l,dis_r,dis_f
29.027,1099.96,30.41,-3.5,96.45,0.141333013,0,0,1,99.0,99.0,96.45
29.062,1102.928,30.48,4.91,96.34,0.176333013,0,0,1,99.0,99.0,96.34
29.147,1105.957,31.26,11.2,96.18,0.261333013,0,0,1,99.0,99.0,96.18
29.136,1109.15,32.49,11.2,95.85,0.250333013,0,0,1,99.0,99.0,95.85
29.115,1112.454,33.7,11.12,95.42,0.229333013,0,0,1,99.0,99.0,95.42
28.998,1115.917,34.49,5.25,94.82,0.112333013,0,0,1,99.0,99.0,94.82
28.925,1119.428,34.77,-0.07,94.17,0.039333013,0,0,1,99.0,99.0,94.17
28.934,1122.927,34.67,-2.82,93.54,0.048333013,0,0,1,99.0,99.0,93.54
28.956,1126.394,34.27,-4.74,92.94,0.070333013,0,0,1,99.0,99.0,92.94
28.903,1129.817,33.6,-8.07,92.38,0.017333013,0,0,1,99.0,99.0,92.38
28.774,1133.158,32.67,-11.2,91.9,0.111666987,0,0,1,99.0,99.0,91.9
28.597,1136.364,31.67,-9.93,91.58,0.288666987,0,0,1,99.0,99.0,91.58
28.473,1139.451,30.93,-5.2,91.39,0.412666987,0,0,1,99.0,99.0,91.39
28.385,1142.49,30.58,-1.15,91.24,0.500666987,0,0,1,99.0,99.0,91.24
28.394,1145.529,30.52,0.41,91.05,0.491666987,0,0,1,99.0,99.0,91.05
28.377,1148.584,30.55,0.16,90.83,0.508666987,0,0,1,99.0,99.0,90.83
28.359,1151.641,30.56,0.0,90.65,0.526666987,0,0,1,99.0,99.0,90.65
28.341,1154.696,30.56,0.0,90.49,0.544666987,0,0,1,99.0,99.0,90.49
28.323,1157.752,30.56,0.0,90.31,0.562666987,0,0,1,99.0,99.0,90.31
28.305,1160.807,30.56,0.0,90.13,0.580666987,0,0,1,99.0,99.0,90.13
28.288,1163.863,30.56,0.0,90.03,0.597666987,0,0,1,99.0,99.0,90.03
28.27,1166.918,30.56,0.0,90.04,0.615666987,0,0,1,99.0,99.0,90.04
28.253,1169.974,30.56,0.0,90.13,0.632666987,0,0,1,99.0,99.0,90.13
28.235,1173.03,30.56,0.0,90.21,0.650666987,0,0,1,99.0,99.0,90.21
28.217,1176.097,30.44,-1.79,90.28,0.668666987,0,0,1,99.0,99.0,90.28
28.199,1179.141,30.19,-3.32,90.39,0.686666987,0,0,1,99.0,99.0,90.39
28.181,1182.134,30.01,-1.58,90.56,0.704666987,0,0,1,99.0,99.0,90.56
28.185,1185.109,30.01,1.62,90.73,0.700666987,0,0,1,99.0,99.0,90.73
28.189,1188.103,30.19,3.33,90.87,0.696666987,0,0,1,99.0,99.0,90.87
28.195,1191.147,30.45,1.76,90.95,0.690666987,0,0,1,99.0,99.0,90.95
28.199,1194.215,30.56,0.0,91.01,0.686666987,0,0,1,99.0,99.0,91.01
28.203,1197.27,30.56,0.0,91.08,0.682666987,0,0,1,99.0,99.0,91.08
28.208,1200.326,30.56,0.0,91.16,0.677666987,0,0,1,99.0,99.0,91.16
28.212,1203.382,30.56,0.0,91.26,0.673666987,0,0,1,99.0,99.0,91.26
28.217,1206.437,30.56,0.0,91.32,0.668666987,0,0,1,99.0,99.0,91.32
28.221,1209.493,30.56,0.0,91.26,0.664666987,0,0,1,99.0,99.0,91.26
28.226,1212.548,30.56,0.0,91.06,0.659666987,0,0,1,99.0,99.0,91.06
28.23,1215.604,30.56,0.0,90.72,0.655666987,0,0,1,99.0,99.0,90.72
28.234,1218.66,30.56,0.0,90.38,0.651666987,0,0,1,99.0,99.0,90.38
28.239,1221.715,30.56,0.0,90.15,0.646666987,0,0,1,99.0,99.0,90.15
28.244,1224.771,30.56,0.0,90.01,0.641666987,0,0,1,99.0,99.0,90.01
28.249,1227.826,30.56,0.0,89.9,0.636666987,0,0,1,99.0,99.0,89.9
28.253,1230.882,30.56,0.0,89.77,0.632666987,0,0,1,99.0,99.0,89.77
28.258,1233.938,30.56,0.0,89.63,0.627666987,0,0,1,99.0,99.0,89.63
28.262,1236.996,30.53,-0.4,89.49,0.623666987,0,0,1,99.0,99.0,89.49
28.266,1240.056,30.41,-1.77,89.35,0.619666987,0,0,1,99.0,99.0,89.35
28.271,1243.098,30.16,-3.26,89.23,0.614666987,0,0,1,99.0,99.0,89.23
28.459,1246.099,29.86,-3.36,89.15,0.426666987,0,0,1,99.0,99.0,89.15
29.266,1249.06,29.6,-1.97,89.11,0.380333013,0,0,1,99.0,99.0,89.11
30.405,1251.999,29.47,-0.42,89.09,1.519333013,0,0,1,99.0,99.0,89.09
31.669,1254.935,29.48,0.77,89.08,2.783333013,0,0,1,99.0,99.0,89.08
32.756,1257.877,29.65,2.34,89.06,3.870333013,0,0,1,99.0,99.0,89.06
33.467,1260.845,29.94,3.67,89.01,4.581333013,0,0,1,99.0,99.0,89.01
33.537,1263.853,30.32,4.2,88.92,4.651333013,0,0,1,99.0,99.0,88.92
33.42,1266.912,30.69,3.26,88.78,4.534333013,0,0,1,99.0,99.0,88.78
33.301,1270.012,30.89,1.09,88.6,4.415333013,0,0,1,99.0,99.0,88.6
33.176,1273.118,30.92,-0.7,88.43,4.290333013,0,0,1,99.0,99.0,88.43
33.049,1276.213,30.84,-1.45,88.28,4.163333013,0,0,1,99.0,99.0,88.28
32.923,1279.286,30.73,-0.78,88.14,4.037333013,0,0,1,99.0,99.0,88.14
32.797,1282.349,30.68,0.0,88.0,3.911333013,0,0,1,99.0,99.0,88.0
32.67,1285.416,30.68,0.0,87.85,3.784333013,0,0,1,99.0,99.0,87.85
32.543,1288.484,30.68,0.0,87.7,3.657333013,0,0,1,99.0,99.0,87.7
32.417,1291.552,30.68,0.0,87.56,3.531333013,0,0,1,99.0,99.0,87.56
32.29,1294.62,30.68,0.0,87.41,3.404333013,0,0,1,99.0,99.0,87.41
32.164,1297.688,30.68,0.0,87.26,3.278333013,0,0,1,99.0,99.0,87.26
32.038,1300.756,30.68,0.0,87.11,3.152333013,0,0,1,99.0,99.0,87.11
31.911,1303.824,30.68,0.0,86.96,3.025333013,0,0,1,99.0,99.0,86.96
