Local_X,Local_Y,v_Vel,v_Acc,Space_Headway,dis_cen,i_l,i_r,i_f,dis_l,dis_r,dis_f
3.765,810.837,51.28,11.2,125.22,0.844593284,1,0,1,13.11,99.0,125.22
3.797,816.005,52.64,11.2,125.06,0.812593284,1,0,1,13.094,99.0,125.06
3.708,821.307,54.59,2.33,124.76,0.901593284,1,0,1,13.2,99.0,124.76
3.674,826.791,55.43,-6.68,124.2,0.935593284,1,0,1,13.25,99.0,124.2
3.711,832.312,54.52,-4.57,124.06,0.898593284,1,0,1,13.227,99.0,124.06
3.726,837.734,53.81,-0.78,123.54,0.883593284,1,0,1,13.237,99.0,123.54
3.73,843.11,53.72,-0.51,122.87,0.879593284,1,0,1,13.239,99.0,122.87
3.749,848.487,53.43,2.02,122.06,0.860593284,1,0,1,13.218,99.0,122.06
3.768,853.828,53.71,2.03,121.23,0.841593284,1,0,1,13.195,99.0,121.23
3.78,859.191,54.99,-10.18,120.37,0.829593284,0,0,1,99.0,99.0,120.37
3.849,864.714,53.46,-11.2,119.34,0.760593284,0,0,1,99.0,99.0,119.34
3.791,870.016,52.06,-9.67,118.54,0.818593284,0,0,1,99.0,99.0,118.54
3.723,875.166,50.75,-4.59,117.89,0.886593284,0,0,1,99.0,99.0,117.89
3.677,880.224,49.97,-0.84,117.33,0.932593284,0,0,1,99.0,99.0,117.33
3.636,885.209,49.78,1.06,116.85,0.973593284,1,0,1,13.744,99.0,116.85
3.625,890.194,49.94,0.33,116.36,0.984593284,1,0,1,13.758,99.0,116.36
3.631,895.19,49.99,0.05,115.87,0.978593284,1,0,1,13.754,99.0,115.87
3.635,900.189,50.0,0.0,115.36,0.974593284,1,0,1,13.753,99.0,115.36
3.641,905.189,50.0,0.0,114.86,0.968593284,1,0,1,13.75,99.0,114.86
3.647,910.189,50.0,0.0,114.36,0.962593284,1,0,1,13.746,99.0,114.36
3.651,915.189,50.0,0.0,113.85,0.958593284,1,0,1,13.846,99.0,113.85
3.657,920.187,50.08,-0.84,113.34,0.952593284,1,0,1,13.917,99.0,113.34
3.663,925.201,49.72,1.85,112.89,0.946593284,1,0,1,13.402,99.0,112.89
3.667,930.157,50.42,-2.64,112.35,0.942593284,1,0,1,13.291,99.0,112.35
3.694,935.216,50.0,-3.14,111.13,0.915593284,1,0,1,13.219,99.0,111.13
3.878,940.185,49.43,1.32,110.9,0.731593284,1,0,1,13.031,99.0,110.9
3.766,945.138,49.51,1.72,111.03,0.843593284,0,0,1,99.0,99.0,111.03
3.126,950.094,49.73,1.36,111.32,1.483593284,0,0,1,99.0,99.0,111.32
2.987,955.075,49.94,0.33,111.67,1.622593284,0,0,1,99.0,99.0,111.67
2.942,960.072,49.99,0.04,111.97,1.667593284,0,0,1,99.0,99.0,111.97
2.94,965.071,50.0,0.0,112.39,1.669593284,0,0,1,99.0,99.0,112.39
2.944,970.071,50.0,0.04,113.41,1.665593284,0,0,1,99.0,99.0,113.41
2.95,975.071,50.0,0.0,113.51,1.659593284,0,0,1,99.0,99.0,113.51
2.955,980.071,50.01,-0.04,113.26,1.654593284,0,0,1,99.0,99.0,113.26
2.96,985.072,50.0,0.0,112.87,1.649593284,0,0,1,99.0,99.0,112.87
2.965,990.076,49.86,1.51,112.4,1.644593284,0,0,1,99.0,99.0,112.4
2.971,995.079,49.41,8.31,111.66,1.638593284,1,0,1,10.987,99.0,111.66
2.975,1000.003,52.14,-11.2,111.51,1.634593284,1,0,1,10.985,99.0,111.51
2.993,1005.432,48.81,-11.2,110.58,1.616593284,1,0,1,10.969,99.0,110.58
3.002,1010.375,45.49,2.53,110.54,1.607593284,1,0,1,10.962,99.0,110.54
2.984,1014.8,45.98,11.18,110.77,1.625593284,1,0,1,10.982,99.0,110.77
2.995,1019.506,48.52,-10.99,110.76,1.614593284,1,0,1,10.973,99.0,110.76
3.031,1024.312,47.25,-9.94,110.79,1.578593284,1,0,1,10.939,99.0,110.79
3.05,1028.985,45.81,-4.13,110.94,1.559593284,1,0,1,10.93,99.0,110.94
3.078,1033.526,45.82,-7.76,111.17,1.531593284,1,0,1,10.914,99.0,111.17
3.106,1038.118,44.91,-11.2,111.35,1.503593284,1,0,1,10.898,99.0,111.35
3.133,1042.498,42.68,11.2,111.66,1.476593284,1,0,1,10.883,99.0,111.66
3.133,1046.27,48.4,11.2,112.72,1.476593284,0,0,1,99.0,99.0,112.72
3.114,1051.041,51.11,11.2,112.73,1.495593284,0,0,1,99.0,99.0,112.73
3.259,1056.197,52.66,8.26,112.21,1.350593284,0,0,1,99.0,99.0,112.21
3.349,1061.51,53.94,1.89,111.44,1.260593284,0,0,1,99.0,99.0,111.44
3.412,1066.916,54.24,0.3,110.53,1.197593284,0,0,1,99.0,99.0,110.53
3.466,1072.344,54.21,0.95,109.66,1.143593284,0,0,1,99.0,99.0,109.66
3.52,1077.78,53.75,7.08,108.37,1.089593284,0,0,1,99.0,99.0,108.37
3.572,1083.126,56.26,-10.51,107.61,1.037593284,0,0,1,99.0,99.0,107.61
3.628,1088.871,53.93,-11.2,106.64,0.981593284,0,0,1,99.0,99.0,106.64
3.711,1094.229,52.48,-11.2,106.19,0.898593284,0,0,1,99.0,99.0,106.19
3.721,1099.417,50.84,-4.31,105.96,0.888593284,0,0,1,99.0,99.0,105.96
3.706,1104.477,50.17,-0.97,105.86,0.903593284,0,0,1,99.0,99.0,105.86
3.682,1109.486,50.07,-0.72,105.82,0.927593284,0,0,1,99.0,99.0,105.82
3.657,1114.497,49.83,0.99,105.78,0.952593284,1,0,1,13.914,99.0,105.78
3.633,1119.465,50.39,-3.32,105.78,0.976593284,1,0,1,13.936,99.0,105.78
3.611,1124.529,49.27,3.24,105.38,0.998593284,1,0,1,13.955,99.0,105.38
3.616,1129.43,49.27,11.2,105.16,0.993593284,1,0,1,13.949,99.0,105.16
3.583,1134.404,50.7,8.39,107.85,1.026593284,1,0,1,13.98,99.0,107.85
3.613,1139.521,51.94,2.9,109.65,0.996593284,1,0,1,13.948,99.0,109.65
3.684,1144.73,52.49,-0.44,104.5,0.925593284,1,0,1,13.876,99.0,104.5
