Local_X,Local_Y,v_Vel,v_Acc,Space_Headway,dis_cen,i_l,i_r,i_f,dis_l,dis_r,dis_f
16.717,731.336,10.0,-4.39,36.39,0.876826583,1,0,1,14.23,99.0,36.39
16.71,732.289,9.74,-0.68,36.44,0.883826583,1,0,1,14.109,99.0,36.44
16.722,733.247,9.75,1.19,36.48,0.871826583,1,0,1,13.974,99.0,36.48
16.725,734.225,9.86,1.37,36.5,0.868826583,1,0,1,13.831,99.0,36.5
16.728,735.223,9.96,0.62,36.51,0.865826583,1,0,1,13.678,99.0,36.51
16.732,736.227,10.0,0.0,36.51,0.861826583,1,0,1,13.553,99.0,36.51
16.735,737.227,10.0,0.0,36.5,0.858826583,1,0,1,13.487,99.0,36.5
16.738,738.227,10.0,0.0,36.5,0.855826583,1,0,1,13.479,99.0,36.5
16.742,739.227,10.0,0.0,36.5,0.851826583,1,0,1,13.486,99.0,36.5
16.745,740.227,10.0,0.0,36.5,0.848826583,1,0,1,13.456,99.0,36.5
16.749,741.227,10.0,0.0,36.5,0.844826583,1,0,1,13.522,99.0,36.5
16.752,742.227,10.0,0.0,36.5,0.841826583,1,0,1,13.623,99.0,36.5
16.755,743.227,10.0,0.0,36.5,0.838826583,1,0,1,13.817,99.0,36.5
16.759,744.227,10.0,0.0,36.5,0.834826583,1,0,1,13.918,99.0,36.5
16.762,745.227,10.0,0.0,36.5,0.831826583,1,0,1,13.985,99.0,36.5
16.766,746.227,10.0,0.0,36.5,0.827826583,1,0,1,13.954,99.0,36.5
16.769,747.227,10.0,0.0,36.5,0.824826583,1,0,1,13.95,99.0,36.5
16.772,748.227,10.0,0.0,36.5,0.821826583,1,0,1,13.946,99.0,36.5
16.776,749.227,10.0,0.0,36.51,0.817826583,1,1,1,13.947,12.545,36.51
16.779,750.227,10.0,0.0,36.52,0.814826583,1,1,1,13.953,12.527,36.52
16.783,751.227,10.0,0.0,36.51,0.810826583,1,1,1,13.946,12.511,36.51
16.786,752.227,10.0,0.0,36.46,0.807826583,1,1,1,13.948,12.493,36.46
16.789,753.227,10.0,0.0,36.32,0.804826583,1,1,1,13.949,12.476,36.32
16.793,754.227,10.0,0.0,36.1,0.800826583,1,1,1,13.95,12.459,36.1
16.796,755.227,10.0,0.0,35.86,0.797826583,1,0,1,13.952,99.0,35.86
16.799,756.227,10.0,0.0,35.61,0.794826583,1,0,1,13.953,99.0,35.61
16.803,757.227,10.0,0.0,35.32,0.790826583,1,0,1,13.955,99.0,35.32
16.806,758.227,10.0,0.0,34.94,0.787826583,1,0,1,13.957,99.0,34.94
16.81,759.227,10.0,0.0,34.48,0.783826583,1,0,1,13.957,99.0,34.48
