Local_X,Local_Y,v_Vel,v_Acc,Space_Headway,dis_cen,i_l,i_r,i_f,dis_l,dis_r,dis_f
17.924,278.596,1.0,-0.03,25.42,0.877981246,0,0,1,99.0,99.0,25.42
17.923,278.695,0.99,0.03,25.32,0.876981246,0,0,1,99.0,99.0,25.32
17.922,278.795,0.99,0.05,25.22,0.875981246,0,0,1,99.0,99.0,25.22
17.922,278.895,1.01,-0.04,25.12,0.875981246,0,0,1,99.0,99.0,25.12
17.922,278.996,1.0,-0.04,25.02,0.875981246,0,0,1,99.0,99.0,25.02
17.921,279.095,0.99,0.03,24.92,0.874981246,0,0,1,99.0,99.0,24.92
17.921,279.195,0.99,0.05,24.82,0.874981246,0,0,1,99.0,99.0,24.82
17.92,279.295,1.01,-0.04,24.72,0.873981246,1,0,1,12.718,99.0,24.72
17.919,279.396,1.0,-0.04,24.62,0.872981246,1,0,1,12.722,99.0,24.62
17.919,279.495,0.99,0.03,24.52,0.872981246,1,0,1,12.725,99.0,24.52
17.919,279.595,1.0,0.0,24.42,0.872981246,1,0,1,12.729,99.0,24.42
17.918,279.695,1.0,0.0,24.32,0.871981246,1,0,1,12.715,99.0,24.32
17.917,279.795,1.0,0.0,24.22,0.870981246,1,0,1,12.756,99.0,24.22
17.917,279.894,1.04,-0.42,24.12,0.870981246,1,0,1,12.759,99.0,24.12
17.917,280.002,0.81,1.43,24.01,0.870981246,1,0,1,12.727,99.0,24.01
17.916,280.075,1.26,-1.14,23.94,0.869981246,1,0,1,12.714,99.0,23.94
17.917,280.205,1.38,-4.93,23.81,0.870981246,1,0,1,12.703,99.0,23.81
17.916,280.321,0.74,-3.44,23.69,0.869981246,1,0,1,12.694,99.0,23.69
17.915,280.377,0.23,-1.22,23.64,0.868981246,1,0,1,12.684,99.0,23.64
17.914,280.393,0.04,-0.24,23.62,0.867981246,0,0,1,99.0,99.0,23.62
17.914,280.396,0.0,-0.03,23.62,0.867981246,0,0,1,99.0,99.0,23.62
17.914,280.396,0.0,0.0,23.62,0.867981246,0,0,1,99.0,99.0,23.62
17.914,280.396,0.0,0.0,23.62,0.867981246,0,0,1,99.0,99.0,23.62
17.914,280.396,0.0,0.0,23.62,0.867981246,0,0,1,99.0,99.0,23.62
17.914,280.396,0.0,0.0,23.62,0.867981246,0,0,1,99.0,99.0,23.62
17.914,280.396,0.0,0.0,23.62,0.867981246,0,0,1,99.0,99.0,23.62
17.914,280.396,0.0,0.0,23.62,0.867981246,0,0,1,99.0,99.0,23.62
17.914,280.396,0.0,0.0,23.62,0.867981246,0,0,1,99.0,99.0,23.62
17.914,280.396,0.0,0.0,23.62,0.867981246,0,0,1,99.0,99.0,23.62
17.914,280.396,0.0,0.0,23.62,0.867981246,0,0,1,99.0,99.0,23.62
17.914,280.396,0.0,0.0,23.62,0.867981246,0,0,1,99.0,99.0,23.62
17.914,280.396,0.0,0.0,23.62,0.867981246,0,0,1,99.0,99.0,23.62
17.914,280.396,0.0,0.0,23.62,0.867981246,0,0,1,99.0,99.0,23.62
17.914,280.396,0.0,0.0,23.62,0.867981246,0,0,1,99.0,99.0,23.62
17.914,280.396,0.0,0.0,23.62,0.867981246,0,0,1,99.0,99.0,23.62
17.914,280.396,0.0,0.0,23.62,0.867981246,0,0,1,99.0,99.0,23.62
17.919,280.396,0.0,0.0,23.62,0.872981246,0,0,1,99.0,99.0,23.62
17.905,280.396,0.0,0.0,23.62,0.858981246,0,0,1,99.0,99.0,23.62
