Local_X,Local_Y,v_Vel,v_Acc,Space_Headway,dis_cen,i_l,i_r,i_f,dis_l,dis_r,dis_f
51.296,1060.337,44.03,11.2,142.1,2.755485213,0,0,1,99.0,99.0,142.1
51.309,1064.824,44.94,6.81,141.45,2.742485213,0,0,1,99.0,99.0,141.45
51.393,1069.384,45.41,2.2,140.7,2.658485213,0,0,1,99.0,99.0,140.7
51.437,1073.953,45.57,0.09,139.95,2.614485213,0,0,1,99.0,99.0,139.95
51.487,1078.512,45.57,0.0,139.22,2.564485213,0,0,1,99.0,99.0,139.22
51.536,1083.082,45.43,-2.09,138.53,2.515485213,0,0,1,99.0,99.0,138.53
51.589,1087.645,44.95,-6.9,137.92,2.462485213,0,0,1,99.0,99.0,137.92
51.633,1092.131,44.03,-11.2,137.44,2.418485213,0,0,1,99.0,99.0,137.44
51.654,1096.466,42.76,-11.2,137.12,2.397485213,0,0,1,99.0,99.0,137.12
51.662,1100.682,41.48,-11.2,136.89,2.389485213,0,0,1,99.0,99.0,136.89
51.647,1104.747,40.56,-6.9,136.81,2.404485213,0,0,1,99.0,99.0,136.81
51.624,1108.735,40.08,-2.1,136.85,2.427485213,0,0,1,99.0,99.0,136.85
51.603,1112.728,39.84,-1.68,137.01,2.448485213,0,0,1,99.0,99.0,137.01
51.583,1116.711,39.59,-3.25,137.31,2.468485213,0,0,1,99.0,99.0,137.31
51.564,1120.645,39.42,-1.54,137.78,2.487485213,0,0,1,99.0,99.0,137.78
51.547,1124.564,39.4,1.27,138.35,2.504485213,0,0,1,99.0,99.0,138.35
51.544,1128.507,39.43,1.11,138.88,2.507485213,0,0,1,99.0,99.0,138.88
51.542,1132.482,39.33,-3.24,139.22,2.509485213,0,0,1,99.0,99.0,139.22
51.539,1136.424,38.89,-6.45,139.44,2.512485213,0,0,1,99.0,99.0,139.44
51.537,1140.273,38.33,-5.18,139.62,2.514485213,0,0,1,99.0,99.0,139.62
51.535,1144.063,37.95,-2.55,139.68,2.516485213,0,0,1,99.0,99.0,139.68
51.533,1147.831,37.78,-0.5,139.7,2.518485213,0,0,1,99.0,99.0,139.7
51.53,1151.6,37.76,0.35,139.71,2.521485213,0,0,1,99.0,99.0,139.71
