Local_X,Local_Y,v_Vel,v_Acc,Space_Headway,dis_cen,i_l,i_r,i_f,dis_l,dis_r,dis_f
15.729,961.701,15.36,-4.88,44.85,1.317018754,1,0,1,13.449,99.0,44.85
15.731,963.191,15.02,-1.67,45.36,1.315018754,1,0,1,13.449,99.0,45.36
15.732,964.662,15.02,1.62,45.88,1.314018754,1,0,1,13.45,99.0,45.88
15.753,966.153,15.32,4.32,46.39,1.293018754,1,0,1,13.432,99.0,46.39
15.677,967.69,15.87,6.83,46.86,1.369018754,1,0,1,13.511,99.0,46.86
15.574,969.298,16.62,8.51,47.25,1.472018754,1,0,1,13.617,99.0,47.25
15.39,971.0,17.49,8.98,47.52,1.656018754,1,0,1,13.803,99.0,47.52
15.273,972.798,18.35,8.34,47.7,1.773018754,1,0,1,13.923,99.0,47.7
15.229,974.69,19.04,5.92,47.78,1.817018754,1,0,1,13.987,99.0,47.78
15.241,976.646,19.46,2.58,47.82,1.805018754,1,0,1,13.937,99.0,47.82
15.163,978.619,19.64,0.51,47.85,1.883018754,1,0,1,13.888,99.0,47.85
15.079,980.588,19.72,0.52,47.88,1.967018754,1,0,1,13.781,99.0,47.88
15.06,982.557,19.8,1.29,47.91,1.986018754,1,0,1,13.571,99.0,47.91
15.092,984.543,19.91,1.19,47.93,1.954018754,1,0,1,13.402,99.0,47.93
15.176,986.545,19.99,0.37,47.93,1.870018754,1,0,1,13.242,99.0,47.93
15.24,988.549,20.01,-0.09,47.92,1.806018754,1,0,1,13.211,99.0,47.92
15.305,990.55,20.0,-0.07,47.92,1.741018754,1,0,1,13.14,99.0,47.92
15.369,992.549,20.0,0.0,47.91,1.677018754,1,0,1,13.066,99.0,47.91
15.433,994.549,20.0,0.0,47.9,1.613018754,1,0,1,13.022,99.0,47.9
15.498,996.549,20.0,0.0,47.93,1.548018754,1,0,1,13.027,99.0,47.93
15.561,998.549,20.0,0.0,48.06,1.485018754,1,0,1,13.068,99.0,48.06
15.626,1000.549,20.0,0.0,48.27,1.420018754,1,0,1,11.896,99.0,48.27
15.691,1002.549,20.0,0.0,48.51,1.355018754,1,0,1,11.833,99.0,48.51
15.755,1004.549,20.0,0.0,48.76,1.291018754,1,0,1,11.772,99.0,48.76
15.819,1006.548,20.0,0.0,49.08,1.227018754,1,0,1,11.71,99.0,49.08
15.884,1008.549,20.0,0.0,49.53,1.162018754,1,0,1,11.647,99.0,49.53
15.948,1010.548,20.0,0.0,50.1,1.098018754,1,0,1,11.586,99.0,50.1
16.012,1012.548,20.0,0.0,50.78,1.034018754,1,0,1,11.523,99.0,50.78
16.077,1014.554,19.94,-0.89,51.5,0.969018754,1,0,1,11.46,99.0,51.5
16.141,1016.548,19.81,-1.68,52.21,0.905018754,1,0,1,11.398,99.0,52.21
16.23,1018.506,19.82,0.75,52.95,0.816018754,1,0,1,11.313,99.0,52.95
16.233,1020.458,20.2,6.26,53.7,0.813018754,1,0,1,11.32,99.0,53.7
16.195,1022.477,21.06,11.2,54.37,0.851018754,1,0,1,11.353,99.0,54.37
16.12,1024.647,22.28,11.2,54.9,0.926018754,1,0,1,11.432,99.0,54.9
16.016,1026.935,23.44,10.36,55.31,1.030018754,1,0,1,11.537,99.0,55.31
15.998,1029.362,24.22,5.56,55.59,1.048018754,1,0,1,11.544,99.0,55.59
16.026,1031.84,24.6,1.46,55.82,1.020018754,1,0,1,11.509,99.0,55.82
16.033,1034.322,24.68,-0.35,56.02,1.013018754,1,0,1,11.486,99.0,56.02
16.04,1036.788,24.65,-0.23,56.19,1.006018754,1,0,1,11.476,99.0,56.19
16.048,1039.25,24.64,0.0,56.29,0.998018754,1,0,1,11.472,99.0,56.29
16.056,1041.713,24.64,0.0,56.34,0.990018754,1,0,1,11.466,99.0,56.34
16.064,1044.177,24.64,0.0,56.37,0.982018754,1,0,1,11.46,99.0,56.37
16.071,1046.64,24.64,0.02,56.39,0.975018754,1,0,1,11.455,99.0,56.39
16.079,1049.104,24.64,0.0,56.41,0.967018754,1,0,1,11.448,99.0,56.41
16.086,1051.568,24.64,0.0,56.45,0.960018754,1,0,1,11.443,99.0,56.45
16.094,1054.032,24.64,0.0,56.53,0.952018754,1,0,1,11.437,99.0,56.53
16.102,1056.496,24.64,0.0,56.68,0.944018754,1,0,1,11.431,99.0,56.68
16.109,1058.96,24.64,0.0,56.88,0.937018754,1,0,1,11.426,99.0,56.88
16.117,1061.423,24.64,0.0,57.08,0.929018754,1,0,1,11.419,99.0,57.08
16.125,1063.887,24.64,0.0,57.32,0.921018754,1,0,1,11.413,99.0,57.32
16.132,1066.351,24.64,0.0,57.66,0.914018754,1,0,1,11.408,99.0,57.66
16.139,1068.814,24.64,0.0,58.08,0.907018754,1,0,1,11.403,99.0,58.08
16.141,1071.278,24.64,0.0,58.5,0.905018754,1,0,1,11.381,99.0,58.5
16.155,1073.742,24.63,-0.04,58.89,0.891018754,1,0,1,11.411,99.0,58.89
16.195,1076.205,24.63,-0.02,59.3,0.851018754,1,0,1,11.462,99.0,59.3
16.245,1078.667,24.63,0.0,59.78,0.801018754,1,0,1,11.557,99.0,59.78
16.285,1081.13,24.63,0.03,60.29,0.761018754,1,0,1,11.608,99.0,60.29
16.299,1083.594,24.63,0.03,60.77,0.747018754,1,0,1,11.638,99.0,60.77
16.301,1086.057,24.64,0.0,61.22,0.745018754,1,0,1,11.616,99.0,61.22
16.308,1088.521,24.64,0.0,61.65,0.738018754,1,0,1,11.611,99.0,61.65
16.316,1090.985,24.64,0.0,62.08,0.730018754,1,0,1,11.605,99.0,62.08
16.324,1093.449,24.64,0.0,62.52,0.722018754,1,0,1,11.599,99.0,62.52
16.331,1095.913,24.64,0.0,62.95,0.715018754,1,0,1,11.593,99.0,62.95
16.339,1098.377,24.64,0.0,63.38,0.707018754,1,0,1,11.587,99.0,63.38
16.346,1100.84,24.64,0.0,63.82,0.700018754,1,0,1,11.582,99.0,63.82
16.354,1103.304,24.64,0.0,64.26,0.692018754,1,0,1,11.576,99.0,64.26
16.362,1105.768,24.64,0.0,64.73,0.684018754,1,0,1,11.57,99.0,64.73
