Local_X,Local_Y,v_Vel,v_Acc,Space_Headway,dis_cen,i_l,i_r,i_f,dis_l,dis_r,dis_f
54.81,678.241,38.5,0.0,55.96,0.758514787,1,1,1,10.534,12.679,55.96
54.719,682.091,38.5,0.0,55.49,0.667514787,1,1,1,10.629,12.581,55.49
54.627,685.938,38.54,0.59,55.15,0.575514787,1,1,1,10.725,12.572,55.15
54.536,689.805,38.51,-0.79,54.82,0.484514787,1,1,1,10.819,12.635,54.82
54.448,693.686,38.09,-6.41,54.4,0.396514787,1,1,1,10.911,12.734,54.4
54.376,697.481,37.09,-11.2,53.96,0.324514787,0,1,1,99.0,12.838,53.96
54.223,701.097,35.49,-11.2,53.67,0.171514787,0,1,1,99.0,12.862,53.67
53.987,704.545,33.5,-11.2,53.6,0.064485213,0,1,1,99.0,12.801,53.6
53.73,707.813,31.71,-11.2,53.79,0.321485213,0,1,1,99.0,12.721,53.79
53.501,710.902,30.62,-6.78,54.16,0.550485213,0,1,1,99.0,12.663,54.16
53.312,713.855,30.48,4.45,54.59,0.739485213,0,1,1,99.0,12.664,54.59
53.167,716.877,31.22,11.2,54.89,0.884485213,0,1,1,99.0,12.718,54.89
53.046,720.064,32.45,11.2,55.07,1.005485213,0,1,1,99.0,12.725,55.07
52.976,723.38,33.51,8.9,55.21,1.075485213,0,1,1,99.0,12.742,55.21
52.965,726.815,34.06,2.51,55.27,1.086485213,0,1,1,99.0,12.754,55.27
52.973,730.253,34.29,0.08,55.3,1.078485213,0,1,1,99.0,12.75,55.3
52.975,733.679,34.4,1.58,55.31,1.076485213,0,1,1,99.0,12.756,55.31
52.987,737.109,34.59,3.61,55.33,1.064485213,0,1,1,99.0,12.761,55.33
52.999,740.594,34.87,2.08,55.33,1.052485213,1,1,1,15.997,12.762,55.33
53.011,744.108,35.0,0.0,55.33,1.040485213,1,1,1,15.932,12.764,55.33
53.023,747.608,35.0,0.0,55.33,1.028485213,1,1,1,15.866,12.765,55.33
53.034,751.108,35.0,0.0,55.33,1.017485213,1,1,1,15.801,12.765,55.33
53.046,754.608,35.0,0.0,55.33,1.005485213,1,1,1,15.735,12.767,55.33
53.059,758.108,35.0,0.0,55.33,0.992485213,1,1,1,15.669,12.762,55.33
53.07,761.61,34.98,-0.25,55.33,0.981485213,1,1,1,15.603,12.768,55.33
53.082,765.106,34.96,-0.23,55.33,0.969485213,1,1,1,15.558,12.769,55.33
53.094,768.59,35.05,1.55,55.35,0.957485213,1,1,1,15.438,12.769,55.35
53.105,772.084,35.38,4.64,55.35,0.946485213,1,1,1,15.234,12.769,55.35
53.118,775.635,35.87,5.98,55.32,0.933485213,1,1,1,14.958,12.771,55.32
53.13,779.279,36.17,1.41,55.17,0.921485213,1,1,1,14.7,12.771,55.17
53.142,782.947,35.96,-5.6,54.93,0.909485213,1,1,1,14.515,12.771,54.93
53.155,786.53,35.42,-7.3,54.73,0.896485213,1,1,1,14.443,12.781,54.73
53.172,790.015,34.92,-3.34,54.61,0.879485213,1,1,1,14.311,12.779,54.61
53.194,793.457,34.75,1.17,54.56,0.857485213,1,1,1,14.096,12.791,54.56
53.217,796.931,34.87,1.7,54.49,0.834485213,1,1,1,13.975,12.799,54.49
53.24,800.437,34.98,0.27,54.38,0.811485213,0,1,1,99.0,12.801,54.38
53.263,803.939,35.0,0.0,54.28,0.788485213,0,1,1,99.0,12.803,54.28
53.285,807.439,35.0,0.0,54.18,0.766485213,0,1,1,99.0,12.802,54.18
53.309,810.939,35.0,0.0,54.08,0.742485213,0,1,1,99.0,12.805,54.08
53.332,814.439,35.0,0.0,53.97,0.719485213,0,1,1,99.0,12.805,53.97
53.355,817.939,35.0,0.0,53.85,0.696485213,0,1,1,99.0,12.805,53.85
53.377,821.44,34.99,-0.12,53.69,0.674485213,0,1,1,99.0,12.804,53.69
53.4,824.939,34.97,-0.23,53.52,0.651485213,0,1,1,99.0,12.803,53.52
53.424,828.431,35.0,0.49,53.32,0.627485213,0,1,1,99.0,12.805,53.32
53.452,831.938,35.0,-0.11,53.05,0.599485213,0,1,1,99.0,12.81,53.05
53.475,835.432,35.01,0.26,52.81,0.576485213,0,1,1,99.0,12.81,52.81
53.471,838.911,35.31,4.28,52.62,0.580485213,0,1,1,99.0,12.783,52.62
53.44,842.442,35.89,7.9,52.42,0.611485213,0,1,1,99.0,12.727,52.42
53.398,846.065,36.58,7.8,52.09,0.653485213,1,1,1,11.125,12.662,52.09
53.351,849.789,37.15,3.29,51.56,0.700485213,1,1,1,11.085,12.6,51.56
53.31,853.548,37.36,-0.07,50.95,0.741485213,1,1,1,11.065,12.536,50.95
53.267,857.284,37.34,-0.19,50.36,0.784485213,1,1,1,11.063,12.48,50.36
53.232,861.024,37.24,-1.39,49.82,0.819485213,1,1,1,11.047,12.432,49.82
53.182,864.757,36.97,-3.83,49.37,0.869485213,1,1,1,11.045,12.369,49.37
53.104,868.45,36.49,-6.0,49.06,0.947485213,1,1,1,11.072,12.276,49.06
53.02,872.072,35.91,-6.2,48.91,1.031485213,1,1,1,11.105,12.17,48.91
52.952,875.62,35.4,-4.24,48.87,1.099485213,1,1,1,11.121,12.094,48.87
52.917,879.15,34.84,-5.86,48.85,1.134485213,1,1,1,11.105,12.085,48.85
