Local_X,Local_Y,v_Vel,v_Acc,Space_Headway,dis_cen,i_l,i_r,i_f,dis_l,dis_r,dis_f
16.468,1317.96,29.16,-1.43,51.96,0.578018754,0,0,1,99.0,99.0,51.96
16.459,1320.924,28.64,-9.57,51.95,0.587018754,0,0,1,99.0,99.0,51.95
16.446,1323.741,27.52,-11.2,52.06,0.600018754,0,0,1,99.0,99.0,52.06
16.446,1326.437,26.28,-11.2,52.32,0.600018754,0,0,1,99.0,99.0,52.32
16.442,1328.966,25.52,-4.57,52.88,0.604018754,0,0,1,99.0,99.0,52.88
16.436,1331.447,25.41,2.76,53.63,0.610018754,0,0,1,99.0,99.0,53.63
16.43,1333.975,25.78,6.13,54.41,0.616018754,0,0,1,99.0,99.0,54.41
16.424,1336.592,26.28,4.41,55.13,0.622018754,0,0,1,99.0,99.0,55.13
16.417,1339.264,26.58,1.28,55.77,0.629018754,0,0,1,99.0,99.0,55.77
16.411,1341.931,26.73,1.07,56.41,0.635018754,0,0,1,99.0,99.0,56.41
16.404,1344.593,27.01,3.95,57.06,0.642018754,0,0,1,99.0,99.0,57.06
16.398,1347.289,27.57,7.52,57.68,0.648018754,0,0,1,99.0,99.0,57.68
16.392,1350.072,28.37,9.03,58.2,0.654018754,0,0,1,99.0,99.0,58.2
16.385,1352.975,29.06,5.75,58.61,0.661018754,0,0,1,99.0,99.0,58.61
16.378,1355.946,29.33,0.0,58.95,0.668018754,0,0,1,99.0,99.0,58.95
16.37,1358.908,29.18,-4.02,59.3,0.676018754,0,0,1,99.0,99.0,59.3
16.363,1361.813,28.8,-4.46,59.71,0.683018754,0,0,1,99.0,99.0,59.71
16.353,1364.655,28.45,-2.24,60.2,0.693018754,0,0,1,99.0,99.0,60.2
16.342,1367.477,28.31,-0.58,60.67,0.704018754,0,0,1,99.0,99.0,60.67
16.332,1370.291,28.36,1.51,61.06,0.714018754,0,0,1,99.0,99.0,61.06
16.32,1373.106,28.77,5.97,61.32,0.726018754,0,0,1,99.0,99.0,61.32
16.31,1375.986,29.56,10.1,61.38,0.736018754,0,0,1,99.0,99.0,61.38
16.298,1378.989,30.49,10.07,61.23,0.748018754,0,0,1,99.0,99.0,61.23
16.283,1382.124,31.18,4.42,60.91,0.763018754,0,0,1,99.0,99.0,60.91
16.27,1385.315,31.26,-3.16,60.56,0.776018754,0,0,1,99.0,99.0,60.56
16.258,1388.449,30.84,-6.37,60.27,0.788018754,0,0,1,99.0,99.0,60.27
16.245,1391.484,30.41,-3.35,60.09,0.801018754,0,0,1,99.0,99.0,60.09
16.234,1394.47,30.38,2.6,59.95,0.812018754,0,0,1,99.0,99.0,59.95
16.222,1397.486,30.83,7.29,59.78,0.824018754,0,0,1,99.0,99.0,59.78
16.209,1400.591,31.64,9.11,59.53,0.837018754,0,0,1,99.0,99.0,59.53
16.197,1403.8,32.56,9.32,59.2,0.849018754,0,0,1,99.0,99.0,59.2
16.183,1407.115,33.35,7.19,58.81,0.863018754,0,0,1,99.0,99.0,58.81
16.169,1410.527,33.7,0.78,58.4,0.877018754,0,0,1,99.0,99.0,58.4
16.155,1413.947,33.43,-6.35,58.05,0.891018754,0,0,1,99.0,99.0,58.05
16.141,1417.269,32.85,-7.27,57.77,0.905018754,0,0,1,99.0,99.0,57.77
16.129,1420.475,32.55,-0.14,57.49,0.917018754,0,0,1,99.0,99.0,57.49
16.117,1423.672,32.91,8.32,57.09,0.929018754,0,0,1,99.0,99.0,57.09
16.105,1426.987,33.76,10.3,56.59,0.941018754,0,0,1,99.0,99.0,56.59
16.089,1430.438,34.55,6.14,56.05,0.957018754,0,0,1,99.0,99.0,56.05
16.075,1433.958,34.95,1.28,55.53,0.971018754,0,0,1,99.0,99.0,55.53
16.061,1437.475,35.0,-0.75,55.04,0.985018754,0,0,1,99.0,99.0,55.04
16.047,1440.971,34.95,-0.42,54.56,0.999018754,0,0,1,99.0,99.0,54.56
16.035,1444.46,34.94,0.2,54.1,1.011018754,0,0,1,99.0,99.0,54.1
16.026,1447.952,34.98,0.63,53.68,1.020018754,0,0,1,99.0,99.0,53.68
16.017,1451.454,35.03,0.41,53.26,1.029018754,0,0,1,99.0,99.0,53.26
16.008,1454.973,34.93,-1.83,52.83,1.038018754,0,0,1,99.0,99.0,52.83
15.998,1458.476,34.59,-4.81,52.41,1.048018754,0,0,1,99.0,99.0,52.41
15.989,1461.909,34.2,-4.29,52.06,1.057018754,0,0,1,99.0,99.0,52.06
15.981,1465.271,34.13,1.78,51.78,1.065018754,0,0,1,99.0,99.0,51.78
15.973,1468.646,34.63,8.83,51.49,1.073018754,0,0,1,99.0,99.0,51.49
15.963,1472.15,35.39,8.52,51.07,1.083018754,0,0,1,99.0,99.0,51.07
15.953,1475.784,35.76,0.0,50.52,1.093018754,0,0,1,99.0,99.0,50.52
15.941,1479.427,35.31,-9.85,49.96,1.105018754,0,0,1,99.0,99.0,49.96
15.924,1482.907,34.18,-11.2,49.56,1.122018754,0,0,1,99.0,99.0,49.56
15.925,1486.262,33.04,-9.8,49.29,1.121018754,0,0,1,99.0,99.0,49.29
15.917,1489.455,32.58,-0.12,49.2,1.129018754,0,0,1,99.0,99.0,49.2
15.91,1492.663,32.87,7.1,49.09,1.136018754,0,0,1,99.0,99.0,49.09
15.9,1495.984,33.43,6.34,48.87,1.146018754,0,0,1,99.0,99.0,48.87
15.891,1499.404,33.69,-0.81,48.54,1.155018754,0,0,1,99.0,99.0,48.54
15.882,1502.815,33.34,-7.2,48.21,1.164018754,0,0,1,99.0,99.0,48.21
15.873,1506.13,32.55,-9.3,47.98,1.173018754,0,0,1,99.0,99.0,47.98
15.865,1509.336,31.65,-8.82,47.86,1.181018754,0,0,1,99.0,99.0,47.86
15.857,1512.445,30.87,-7.04,47.83,1.189018754,0,0,1,99.0,99.0,47.83
15.849,1515.476,30.34,-3.89,47.88,1.197018754,0,0,1,99.0,99.0,47.88
15.842,1518.471,30.09,-0.91,47.97,1.204018754,0,0,1,99.0,99.0,47.97
15.834,1521.475,29.93,-1.26,48.05,1.212018754,0,0,1,99.0,99.0,48.05
15.826,1524.49,29.53,-5.9,48.12,1.220018754,0,0,1,99.0,99.0,48.12
