Local_X,Local_Y,v_Vel,v_Acc,Space_Headway,dis_cen,i_l,i_r,i_f,dis_l,dis_r,dis_f
65.834,702.063,22.61,0.0,37.45,1.064563229,0,0,1,99.0,99.0,37.45
65.776,704.324,22.61,0.0,36.83,1.122563229,0,0,1,99.0,99.0,36.83
65.717,706.586,22.61,0.0,36.22,1.181563229,0,0,1,99.0,99.0,36.22
65.66,708.847,22.62,0.04,35.59,1.238563229,0,0,1,99.0,99.0,35.59
65.601,711.108,22.63,0.18,34.96,1.297563229,0,0,1,99.0,99.0,34.96
65.544,713.372,22.64,0.05,34.37,1.354563229,0,0,1,99.0,99.0,34.37
65.49,715.646,22.55,-1.45,33.86,1.408563229,0,0,1,99.0,99.0,33.86
65.424,717.91,22.26,-4.03,33.48,1.474563229,0,0,1,99.0,99.0,33.48
65.34,720.122,21.85,-4.94,33.25,1.558563229,0,0,1,99.0,99.0,33.25
65.266,722.27,21.51,-2.58,33.12,1.632563229,0,0,1,99.0,99.0,33.12
65.222,724.387,21.4,0.67,33.01,1.676563229,0,0,1,99.0,99.0,33.01
65.214,726.547,21.23,-2.29,32.85,1.684563229,0,0,1,99.0,99.0,32.85
65.22,728.693,20.69,-8.22,32.71,1.678563229,0,0,1,99.0,99.0,32.71
65.218,730.715,20.11,-6.48,90.47,1.680563229,0,0,1,99.0,99.0,90.47
65.217,732.643,19.96,2.39,90.33,1.681563229,0,0,1,99.0,99.0,90.33
65.224,734.599,20.4,9.19,90.27,1.674563229,0,0,1,99.0,99.0,90.27
65.231,736.701,21.06,5.64,90.13,1.667563229,0,0,1,99.0,99.0,90.13
65.239,738.892,21.24,-2.62,89.95,1.659563229,0,0,1,99.0,99.0,89.95
65.246,741.028,20.87,-5.98,89.83,1.652563229,0,0,1,99.0,99.0,89.83
65.253,743.079,20.38,-4.64,89.78,1.645563229,0,0,1,99.0,99.0,89.78
65.259,745.074,20.04,-1.8,89.77,1.639563229,0,0,1,99.0,99.0,89.77
65.266,747.055,19.93,0.0,89.8,1.632563229,0,0,1,99.0,99.0,89.8
65.272,749.037,20.02,1.56,89.81,1.626563229,0,0,1,99.0,99.0,89.81
65.279,751.03,20.34,4.41,89.81,1.619563229,0,0,1,99.0,99.0,89.81
65.286,753.066,20.91,7.27,89.84,1.612563229,0,0,1,99.0,99.0,89.84
65.293,755.193,21.58,7.02,89.92,1.605563229,0,0,1,99.0,99.0,89.92
65.301,757.404,22.12,4.18,90.03,1.597563229,0,0,1,99.0,99.0,90.03
65.308,759.648,22.5,2.6,90.16,1.590563229,0,0,1,99.0,99.0,90.16
65.316,761.903,22.88,4.19,90.24,1.582563229,0,0,1,99.0,99.0,90.24
65.323,764.193,23.42,7.03,90.28,1.575563229,0,0,1,99.0,99.0,90.28
65.332,766.567,24.1,7.28,90.24,1.566563229,0,0,1,99.0,99.0,90.24
65.34,769.031,24.66,4.4,90.11,1.558563229,0,0,1,99.0,99.0,90.11
65.349,771.54,24.96,1.29,89.93,1.549563229,0,0,1,99.0,99.0,89.93
65.358,774.054,25.04,-0.23,89.75,1.540563229,0,0,1,99.0,99.0,89.75
65.366,776.558,25.02,-0.25,89.56,1.532563229,0,0,1,99.0,99.0,89.56
65.375,779.056,25.0,0.0,89.37,1.523563229,0,0,1,99.0,99.0,89.37
65.383,781.568,24.89,-1.8,89.21,1.515563229,0,0,1,99.0,99.0,89.21
65.391,784.056,24.63,-3.37,89.14,1.507563229,0,0,1,99.0,99.0,89.14
65.4,786.494,24.45,-1.61,89.18,1.498563229,0,0,1,99.0,99.0,89.18
65.409,788.912,24.45,1.61,89.27,1.489563229,0,0,1,99.0,99.0,89.27
65.426,791.349,24.63,3.35,89.38,1.472563229,0,0,1,99.0,99.0,89.38
65.442,793.836,24.89,1.79,89.36,1.456563229,0,0,1,99.0,99.0,89.36
65.459,796.348,25.0,0.0,89.17,1.439563229,0,0,1,99.0,99.0,89.17
65.475,798.848,25.0,0.0,88.94,1.423563229,0,0,1,99.0,99.0,88.94
65.492,801.348,25.0,0.0,88.76,1.406563229,0,0,1,99.0,99.0,88.76
65.508,803.848,25.0,0.0,88.73,1.390563229,0,0,1,99.0,99.0,88.73
65.524,806.348,25.0,0.0,88.76,1.374563229,0,0,1,99.0,99.0,88.76
65.541,808.848,25.0,0.0,88.76,1.357563229,0,0,1,99.0,99.0,88.76
65.557,811.348,25.0,0.0,88.77,1.341563229,0,0,1,99.0,99.0,88.77
65.574,813.848,25.0,0.0,88.76,1.324563229,0,0,1,99.0,99.0,88.76
65.59,816.348,25.0,0.0,88.75,1.308563229,0,0,1,99.0,99.0,88.75
65.607,818.848,25.0,0.0,88.74,1.291563229,0,0,1,99.0,99.0,88.74
65.623,821.348,25.0,0.0,88.77,1.275563229,0,0,1,99.0,99.0,88.77
65.639,823.848,25.0,0.0,88.88,1.259563229,0,0,1,99.0,99.0,88.88
65.656,826.348,25.0,0.0,89.09,1.242563229,0,0,1,99.0,99.0,89.09
65.671,828.848,25.0,0.0,89.38,1.227563229,0,0,1,99.0,99.0,89.38
65.688,831.348,25.0,0.0,89.77,1.210563229,0,0,1,99.0,99.0,89.77
65.704,833.855,24.93,-1.02,90.23,1.194563229,0,0,1,99.0,99.0,90.23
65.721,836.365,24.63,-4.46,90.73,1.177563229,0,0,1,99.0,99.0,90.73
65.737,838.801,24.26,-4.07,91.31,1.161563229,0,0,1,99.0,99.0,91.31
65.758,841.159,24.39,4.25,91.96,1.140563229,0,0,1,99.0,99.0,91.96
65.789,843.592,25.29,11.2,92.52,1.109563229,0,0,1,99.0,99.0,92.52
65.799,846.206,26.84,11.2,92.91,1.099563229,0,0,1,99.0,99.0,92.91
65.78,848.955,28.43,11.2,93.16,1.118563229,0,0,1,99.0,99.0,93.16
65.738,851.891,29.41,5.92,93.22,1.160563229,0,0,1,99.0,99.0,93.22
65.693,854.893,29.82,1.52,93.22,1.205563229,0,0,1,99.0,99.0,93.22
65.653,857.897,29.9,-0.36,93.22,1.245563229,0,0,1,99.0,99.0,93.22
